#{"t_start": 1764076223.104741, "env_id": "None"}
r,l,t
-72.338725,156,0.550216
-70.922101,160,0.581098
-75.7,159,0.611412
-63.951929,161,0.642596
-71.765234,173,0.675334
-70.7,153,0.703797
-75.6,153,0.733478
-77.1,157,0.762854
-81.5,156,0.791958
-72.805062,159,0.821885
-70.75,160,0.854912
-73.678944,158,0.884983
-75.15,151,0.912909
-73.45,153,0.942517
-82.25,161,0.972941
-74.75,159,1.003022
-58.135714,158,1.032568
-70.520076,152,1.062179
-71.303745,153,1.09096
-72.85,151,1.119739
-65.785714,158,1.151428
-65.025998,169,1.184122
-66.471429,200,1.221499
-78.0,158,1.250728
-70.998867,153,1.281474
-77.65,155,1.310422
-61.185714,156,1.33992
-67.435714,164,1.371602
-65.597298,162,1.402634
-70.00762,157,1.432029
-73.423354,159,1.463651
-65.035714,160,1.495431
-65.085714,158,1.525154
-69.394764,158,1.554607
-69.941234,162,1.586154
-68.595246,167,1.618001
-63.373635,154,1.647474
-70.871429,200,1.686538
-65.012058,200,1.724704
-63.671429,200,1.76238
-61.385714,163,1.796243
-75.570195,166,1.828125
-68.957597,154,1.857571
-58.471429,164,1.889018
-55.985714,164,1.92125
-72.435714,200,1.958964
-72.609349,166,1.990778
-71.483514,155,2.021247
-59.985714,156,2.050794
-60.953467,200,2.089898
-74.135714,200,2.130498
-76.2,162,2.160973
-60.335714,159,2.191781
-69.15,155,2.222595
-67.021429,200,2.261306
-68.865253,151,2.290149
-67.75907,152,2.320528
-61.335714,200,2.358922
-71.554064,165,2.390776
-56.479526,162,2.422635
-67.971429,200,2.462989
-69.45,156,2.493189
-59.871429,159,2.524627
-55.585714,166,2.556956
-63.785714,160,2.588116
-65.723312,156,2.61846
-64.128074,190,2.656366
-57.593054,165,2.688078
-57.163235,158,2.718822
-60.435714,164,2.751608
-69.400869,161,2.784671
-64.271429,200,2.823268
-63.685714,161,2.85582
-69.185714,167,2.888484
-58.344389,164,2.920405
-63.510677,159,2.952227
-67.471429,199,2.990527
-57.547832,164,3.022785
-67.865574,162,3.05539
-56.548195,160,3.086347
-63.109144,159,3.118755
-56.750937,161,3.151409
-56.371429,165,3.183688
-59.594825,161,3.215176
-55.685714,160,3.246751
-55.521429,173,3.28196
-60.085714,160,3.312791
-64.371429,170,3.345753
-64.672147,156,3.376827
-54.22952,162,3.408649
-62.08255,163,3.441595
-56.62894,164,3.474864
-54.935714,165,3.507645
-57.185714,163,3.539113
-75.85,158,3.571229
-63.835714,166,3.603501
-58.412006,165,3.636139
-64.235714,154,3.665922
-62.971429,163,3.699166
-52.264322,158,3.72976
-48.438337,151,3.762058
-63.660838,156,3.793697
-55.27402,160,3.825823
-64.985714,165,3.859762
-56.635714,163,3.894143
-66.935714,162,3.926393
-65.535714,184,3.963236
-52.985693,161,3.9963
-56.535714,162,4.028003
-71.1,163,4.060263
-60.720485,168,4.096291
-67.797598,189,4.13333
-51.845012,200,4.173258
-64.371429,200,4.213929
-63.569894,158,4.245991
-65.6,151,4.275911
-66.811274,161,4.308739
-56.922832,168,4.342133
-58.827497,162,4.374282
-60.751422,162,4.40671
-54.905021,162,4.441744
-61.921429,164,4.474062
-51.071465,193,4.513251
-61.470417,157,4.545578
-60.485714,161,4.578162
-64.935714,170,4.612788
-68.729519,164,4.647044
-51.700739,163,4.679401
-58.485714,161,4.71189
-57.635714,165,4.745911
-54.872764,200,4.788467
-56.510859,157,4.820571
-63.463909,155,4.853471
-55.610735,159,4.885993
-57.914665,162,4.9186
-52.866852,160,4.952249
-59.285714,158,4.983978
-66.421429,183,5.020203
-57.33471,162,5.054562
-55.953941,160,5.087492
-61.466404,156,5.120755
-56.617688,153,5.151868
-50.885714,165,5.185414
-67.065439,158,5.217921
-56.811956,168,5.252179
-55.440553,160,5.286237
