#{"t_start": 1764356282.553304, "env_id": "None"}
r,l,t
-79.25,152,0.394552
-81.55,152,0.423765
-77.308429,163,0.454776
-70.693729,157,0.485648
-79.608239,167,0.518438
-76.8,151,0.546671
-92.1,160,0.578045
-82.25,158,0.612306
-81.459562,167,0.652209
-77.708449,163,0.687548
-65.933133,162,0.720443
-81.6,154,0.753212
-66.235714,157,0.802243
-71.392492,160,0.833069
-62.917864,159,0.863822
-65.171429,200,0.90829
-76.096745,162,0.94075
-67.685714,175,0.974698
-55.585714,164,1.009632
-75.85,157,1.039934
-78.2,164,1.071569
-70.7,155,1.110838
-75.95,158,1.145517
-81.8,156,1.177063
-65.679858,158,1.207833
-75.868074,195,1.246107
-71.718057,159,1.275773
-76.3,162,1.305798
-61.392911,158,1.336863
-73.75,163,1.368433
-65.072551,164,1.398937
-69.6,152,1.429857
-62.951152,161,1.459905
-68.8,152,1.4879
-63.649153,191,1.525397
-65.435714,162,1.556004
-60.685714,156,1.585273
-63.285714,161,1.616588
-72.6,160,1.647223
-65.55,150,1.677474
-56.739563,154,1.7061
-63.612558,167,1.739572
-73.25,156,1.768726
-72.029321,161,1.798522
-69.65,158,1.827772
-70.95,156,1.8596
-71.8,158,1.888783
-74.5,159,1.920112
-73.0,151,1.949585
-78.6,159,1.979174
-88.0,163,2.010882
-73.51579,159,2.040202
-72.9,159,2.071345
-73.6,158,2.100821
-68.836263,163,2.132315
-74.55,152,2.163509
-65.410026,161,2.193638
-61.852161,159,2.223296
-61.235714,157,2.253907
-67.1,158,2.284675
-59.985714,165,2.315402
-62.199891,157,2.344478
-61.368493,158,2.376194
-71.1,156,2.407542
-67.090231,162,2.439211
-61.835714,162,2.474269
-58.085714,164,2.507726
-71.75,157,2.537843
-64.85,165,2.569059
-61.121429,190,2.608106
-78.25,157,2.637528
-56.285714,160,2.669501
-74.95,159,2.700394
-67.278318,174,2.734097
-58.835714,165,2.764581
-57.776462,161,2.795716
-58.389814,162,2.827373
-67.6,160,2.85727
-62.2,154,2.886871
-56.28871,200,2.92774
-70.5,155,2.956927
-80.4,158,2.986544
-63.2,155,3.016799
-55.019369,155,3.045862
-58.944646,155,3.076417
-70.4,155,3.106663
-68.418184,163,3.137138
-62.535714,166,3.169993
-55.185714,152,3.200245
-54.957406,160,3.231728
-48.329615,163,3.262013
-61.95,155,3.290824
-59.8,148,3.319729
-54.635714,160,3.351387
-56.885714,176,3.383917
-55.771341,164,3.417878
-69.45,159,3.449589
-64.7,157,3.478728
-50.949482,159,3.508144
-63.75,153,3.537815
-64.25,157,3.568901
-59.55,155,3.597894
-51.871429,173,3.631054
-58.799776,162,3.663717
-65.3,154,3.694223
-52.609871,153,3.723767
-63.9,153,3.752765
-52.689468,167,3.783893
-59.125094,158,3.813311
-65.9,150,3.844053
-63.5,156,3.873087
-53.571429,177,3.908095
-60.182036,164,3.941064
-57.085714,166,3.972319
-56.697534,160,4.002216
-59.718483,151,4.030508
-52.736428,162,4.063463
-50.784789,156,4.092561
-62.717441,157,4.121665
-64.51176,165,4.155692
-69.55,157,4.185309
-57.309222,174,4.219754
-60.885714,175,4.254399
-50.335714,163,4.285382
-67.05364,166,4.317794
-73.9,155,4.346429
-62.235714,152,4.37636
-53.635714,163,4.408589
-57.735714,155,4.439257
-59.97468,162,4.470309
-63.285714,166,4.501524
-67.840498,162,4.531856
-67.917452,164,4.564899
-73.15,159,4.595179
-65.8,153,4.623878
-66.75,155,4.655063
-70.45,150,4.686204
-66.8,157,4.715729
-66.55,162,4.745799
-71.774905,158,4.775934
-57.249786,167,4.809121
-71.7,161,4.839348
-67.55,155,4.868271
-55.921429,163,4.901925
-77.05,165,4.934369
-73.8,152,4.962695
-72.65,153,4.992524
-85.65,157,5.022127
-62.220924,159,5.053204
-75.5,153,5.081799
-68.3,160,5.113132
-71.1,153,5.144072
-74.75,150,5.17226
-59.495079,153,5.203658
-54.195851,161,5.233718
-59.035714,162,5.263904
-66.9,151,5.292281
-59.99857,158,5.323244
-69.4,162,5.355223
-67.15,160,5.387226
-71.8,158,5.437062
-70.9,152,5.465673
-72.2,156,5.496103
-68.6,164,5.528203
-57.312917,153,5.556966
-55.955902,159,5.586565
-54.684149,164,5.619228
-50.533281,157,5.651007
-62.3,159,5.680631
-58.31535,159,5.710278
-66.25,162,5.743153
-46.607288,154,5.772094
-59.84513,158,5.801516
-70.394873,156,5.83152
-69.403776,159,5.861554
-75.6,156,5.893726
-64.979827,157,5.923538
-61.55,158,5.953707
-62.5,152,5.982338
-57.7,162,6.013781
-64.95,159,6.044219
-47.27535,163,6.074798
-55.15,164,6.105535
-61.9,150,6.136985
-60.8,150,6.166454
-56.244725,156,6.195873
-60.55,152,6.224408
-63.4,159,6.255169
-66.9,161,6.28714
-52.121429,164,6.317597
-53.532181,156,6.346754
-45.735714,157,6.377145
-64.95,154,6.410222
-61.7,157,6.439607
-62.0,156,6.469821
-56.462241,160,6.499932
-68.05,159,6.53132
-58.9,161,6.561222
-59.95,161,6.592567
-57.6928,162,6.622899
-59.3,159,6.656435
-58.8,156,6.686735
-58.3,156,6.716107
-61.3,153,6.744645
-59.25,160,6.775235
-60.4,157,6.806712
-76.3,159,6.836565
-60.65,164,6.866988
-62.35,155,6.898984
-59.55,158,6.930152
-52.504051,156,6.959244
-53.2,156,6.989095
-53.583483,160,7.019358
-43.65535,166,7.05197
-54.2,152,7.080219
-58.4,160,7.11117
-50.533314,158,7.143144
-56.6,161,7.17475
-50.498965,153,7.204023
-57.25,157,7.233654
-58.6,162,7.263831
-56.6,158,7.293415
-54.080174,167,7.327172
-60.85,157,7.356514
-45.799919,158,7.388658
-58.0,157,7.419096
-50.865676,161,7.451046
-59.15,153,7.479738
-55.85,158,7.50918
-58.7,156,7.539562
-53.234689,156,7.570053
-61.75,159,7.599709
-54.7,156,7.631809
-50.760943,154,7.661045
-40.186026,163,7.693084
-53.142209,161,7.722969
-55.85,155,7.75312
-43.613285,159,7.782915
-51.972786,165,7.815007
-47.335714,162,7.846613
-54.75,163,7.879321
-52.464945,157,7.908902
-63.0,160,7.94103
-69.25,156,7.970664
-63.35,164,8.001123
-65.65,153,8.02988
-76.25,157,8.060476
-67.3,155,8.091209
-68.55,152,8.121752
-65.6,152,8.151304
-63.3,157,8.181022
-67.25,150,8.209076
-63.45,154,8.239476
-58.1,155,8.269687
-53.94353,160,8.299854
-53.85,149,8.327672
-54.2,156,8.356573
-56.55,155,8.390734
-53.5,151,8.419086
-54.5,159,8.448696
-48.13013,155,8.478732
-54.35,154,8.509766
-54.6,162,8.539904
-54.4,156,8.569071
-58.7,156,8.599699
-56.0,162,8.633919
-60.45,150,8.662069
-56.2,162,8.693544
-55.2,156,8.722579
-54.0,153,8.751145
-54.75,164,8.784931
-54.45,155,8.814211
-54.75,154,8.843099
-55.2,160,8.875431
-54.7,162,8.909055
-55.2,150,8.938022
-53.8,152,8.967136
-52.55,148,8.996367
-54.75,162,9.027602
-53.3,160,9.06
-53.55,160,9.090211
-53.3,158,9.123768
-53.35,161,9.154374
-53.25,155,9.185365
-55.85,151,9.215592
-53.15,159,9.247256
-53.6,160,9.277913
-53.75,161,9.309287
-53.55,149,9.339362
-53.4,158,9.371666
-54.3,163,9.402369
-54.0,159,9.433362
-53.2,152,9.463697
