#{"t_start": 1764231653.0243158, "env_id": "None"}
r,l,t
-70.374563,156,0.371345
-66.054178,160,0.393445
-73.7,159,0.415502
-78.785714,194,0.442275
-68.421429,182,0.514059
-86.6,165,0.536844
-77.435714,200,0.564106
-76.785714,200,0.591661
-82.75,159,0.613335
-71.485714,200,0.641068
-72.235343,156,0.664334
-76.485714,161,0.687005
-73.235714,200,0.714184
-70.485714,200,0.741476
-69.735886,163,0.764072
-73.95,153,0.784753
-77.05,157,0.805966
-67.255589,161,0.827816
-76.15,159,0.849705
-66.535714,167,0.872315
-70.249091,156,1.266208
-63.735714,154,1.288212
-68.185714,157,1.310422
-76.35,160,1.333058
-82.25,160,1.355617
-64.135714,158,1.378724
-74.387182,200,1.40696
-73.119114,163,1.430003
-68.622129,162,1.452944
-67.885714,165,1.476822
-73.25,151,1.499025
-65.231919,159,1.52158
-78.15,150,1.542581
-77.137592,160,1.564298
-81.0,161,1.586151
-71.064989,156,1.607237
-67.685714,156,1.62906
-76.035714,200,1.65625
-72.85,156,1.677349
-75.35,150,1.697642
-71.105219,156,2.087485
-75.314659,162,2.108931
-61.158618,163,2.13069
-72.985714,200,2.158807
-81.2,153,2.179804
-77.7,165,2.202439
-71.997455,164,2.224836
-78.235714,197,2.298882
-78.45,155,2.320272
-77.85,156,2.34179
-67.321429,200,2.371479
-72.185714,163,2.394801
-78.8,156,2.416881
-75.802707,160,2.439477
-72.722165,157,2.461968
-74.105316,155,2.483642
-64.756142,159,2.505963
-70.085714,163,2.529822
-63.775618,154,2.5519
-72.218962,163,2.574765
-77.65,159,2.978782
-68.85041,153,2.999871
-71.75,155,3.021489
-75.75,153,3.042567
-70.735714,164,3.065072
-61.947119,159,3.087298
-74.65,152,3.10829
-73.485714,163,3.130856
-81.45,154,3.152037
-82.0,151,3.17348
-71.223476,159,3.196714
-76.9,156,3.218703
-71.603984,162,3.241369
-72.671429,200,3.269429
-78.3,155,3.290345
-74.780231,168,3.312993
-59.84868,170,3.336575
-77.55,156,3.357779
-56.335714,157,3.379124
-67.062349,161,3.400936
-69.235714,148,3.790828
-72.635518,159,3.813512
-73.835714,200,3.841615
-70.0,153,3.862997
-81.25,154,3.88514
-71.6,155,3.90676
-71.485714,200,3.934666
-79.65,162,3.957772
-62.386384,159,3.979939
-76.55,154,4.001273
-73.87645,151,4.023141
-64.348202,163,4.097104
-66.460025,159,4.119626
-65.351732,165,4.14288
-71.75,157,4.164939
-61.285714,162,4.18821
-73.05,165,4.210624
-63.005327,155,4.231637
-69.884116,159,4.253179
-67.135714,161,4.275379
-66.285714,159,4.6698
-82.35,157,4.691226
-77.5,148,4.711957
