#{"t_start": 1764357402.738831, "env_id": "None"}
r,l,t
-70.5,152,0.494354
-72.881385,199,0.530345
-84.4,158,0.558382
-60.221429,200,0.596523
-85.2,160,0.626056
-73.1,161,0.766656
-69.794424,162,0.797385
-79.4,155,0.824777
-70.103512,166,0.853934
-55.721429,182,0.886643
-74.775927,160,0.914892
-80.25,159,0.943105
-83.7,149,1.068916
-77.295163,163,1.098985
-58.685714,159,1.129759
-68.6835,165,1.159129
-74.921429,200,1.195384
-79.772293,161,1.225244
-73.6,155,1.352591
-65.085714,200,1.388599
-72.313588,158,1.417366
-71.4,154,1.445693
-79.05,155,1.473794
-60.185714,159,1.501836
-58.621429,158,1.630592
-61.371429,175,1.662449
-77.55,160,1.691431
-61.335714,160,1.719894
-71.138573,160,1.749542
-68.585714,165,1.778766
-75.1,162,1.906013
-62.321429,178,1.937583
-72.535714,200,1.975333
-68.4,160,2.003899
-65.335714,162,2.032676
-69.059919,154,2.061111
-68.190377,161,2.18911
-75.724595,166,2.220333
-64.546321,158,2.248985
-71.821429,186,2.285126
-65.921355,166,2.315951
-62.92153,159,2.343959
-62.635714,154,2.372552
-73.8,160,2.503055
-71.2,156,2.531288
-81.7,160,2.559508
-65.885714,168,2.590992
-59.221429,164,2.620625
-60.435714,165,2.649861
-55.762677,160,2.777353
-66.485714,200,2.832243
-54.335714,162,2.860442
-62.032587,158,2.888122
-65.253662,160,2.917531
-60.385714,159,2.945346
-73.5,161,3.078025
-62.007065,155,3.107525
-62.535714,160,3.136686
-68.148945,168,3.166418
-65.422915,162,3.194881
-63.066823,155,3.223563
-58.271429,157,3.251756
-56.519068,162,3.383895
-65.269276,154,3.411305
-54.735714,161,3.442383
-50.535714,163,3.472397
-72.05,158,3.500589
-58.482653,157,3.529581
-75.3,156,3.657089
-54.785714,160,3.685609
-51.743709,157,3.713457
-69.2,158,3.742537
-58.485714,165,3.771835
-54.29209,162,3.801607
-44.721429,158,3.931124
-57.571429,182,3.965471
-57.735714,156,3.993443
-56.935714,159,4.022405
-54.750462,157,4.051895
-53.535714,157,4.080443
-66.135714,162,4.109389
-64.756369,168,4.240236
-53.035714,162,4.271003
-51.871429,163,4.300207
-65.85,161,4.329195
-56.585714,161,4.358806
-49.139813,159,4.388488
-48.75087,162,4.518174
-52.410727,155,4.545949
-55.594713,153,4.572959
-55.635714,200,4.60965
-49.518381,152,4.637094
-48.235714,159,4.666484
-51.285714,165,4.796781
-62.621429,200,4.833261
-62.585714,165,4.863174
-50.221429,169,4.898503
-53.337296,173,4.967687
-53.235714,154,5.00219
-53.621429,178,5.144359
-50.071429,174,5.17784
-46.827518,161,5.207158
-56.435714,150,5.236032
-55.421429,187,5.270095
-49.880743,163,5.300406
-52.321429,191,5.451894
-61.35,161,5.488941
-42.401818,155,5.523944
-46.819151,159,5.553512
-55.135714,162,5.582792
-51.505501,162,5.612116
-42.221429,168,5.643735
-47.421429,177,5.779563
-48.371429,158,5.80852
-50.235714,159,5.838491
-53.452693,160,5.867278
-54.421429,174,5.898164
-52.315624,160,5.926641
-47.685714,175,6.05785
-48.42836,161,6.086306
-58.335714,164,6.115234
-51.035714,164,6.144129
-47.435714,164,6.174164
-46.171429,182,6.206045
-42.257143,162,6.335395
-36.821429,162,6.364787
-47.407747,174,6.396107
-53.085714,166,6.425969
-44.885714,160,6.454487
-38.171429,152,6.482213
-45.521429,169,6.611383
-47.371429,191,6.645005
-45.212382,176,6.676939
-47.235714,157,6.704732
-50.385714,156,6.732034
-45.021429,164,6.760705
-38.107143,158,6.886499
-52.121429,183,6.920241
-39.071429,156,6.947678
-38.971429,159,6.975605
-40.207143,162,7.005051
-44.590882,160,7.033561
-52.481335,153,7.060748
-51.111301,161,7.18802
-43.371429,159,7.217411
-48.035312,157,7.245173
-37.157143,157,7.272779
-52.421429,160,7.300945
-47.685714,160,7.330037
