episode,reward,entropy
1,-219.93485508458983,1.9424270391464233
2,-219.90000000000003,1.9427410364151
3,-82.19999999999999,1.9424551725387573
4,-172.83836836618963,1.9423636198043823
5,-64.98334759021353,1.9425442218780518
6,-104.40046373698657,1.9429616928100586
7,-193.57725232304517,1.9430052042007446
8,-213.95000000000005,1.9432158470153809
9,-96.64523044751216,1.9427870512008667
10,-153.19370309487797,1.942315697669983
11,-233.49294933505476,1.9432134628295898
12,-125.6954969907646,1.942960500717163
13,-241.3000000000001,1.9427847862243652
14,-131.990788641544,1.9425654411315918
15,-228.13122841675113,1.9430443048477173
16,-96.54924853387837,1.9434088468551636
17,-204.61473823426107,1.943405270576477
18,-227.03495867820837,1.9435436725616455
19,-105.2,1.9428431987762451
20,-89.35328189105066,1.943548560142517
21,-99.05,1.943080186843872
22,-123.77357774408223,1.9434103965759277
23,-210.64969984233733,1.942895770072937
24,-239.80000000000007,1.9430066347122192
25,-175.3,1.9432640075683594
26,-116.95370734325108,1.9433517456054688
27,-115.61161077668957,1.943265676498413
28,-150.76922808451536,1.9433540105819702
29,-62.000000000000014,1.9434001445770264
30,-135.62767053281158,1.943056583404541
31,-160.3727620434799,1.9438633918762207
32,-40.132305138234415,1.94329833984375
33,-208.79999999999998,1.943314790725708
34,-130.30743481235046,1.9435162544250488
35,-201.54230124952826,1.943117380142212
36,-47.07971695902261,1.9435768127441406
37,-276.4625330827828,1.9433664083480835
38,-153.41904670528027,1.9436002969741821
39,-212.41558801185457,1.943892240524292
40,-76.54740221181476,1.9436956644058228
41,-96.73762276714653,1.9439151287078857
42,-95.94712204348689,1.9433938264846802
43,-60.48736531410107,1.9433462619781494
44,-176.9860364874372,1.9437638521194458
45,-251.85000000000005,1.9435969591140747
46,-176.60000000000005,1.9438683986663818
47,-156.95,1.943723201751709
48,-118.03520776367296,1.9435393810272217
49,-149.76687066951274,1.9438810348510742
50,-99.93614899326003,1.943493366241455
51,-179.85000000000002,1.9436453580856323
52,-120.38092609811865,1.9438695907592773
53,-111.19999999999999,1.9437490701675415
54,-102.27473088855916,1.9437415599822998
55,-239.16920207887284,1.943720817565918
56,-114.34007922087704,1.9437479972839355
57,-168.14387271587142,1.943717360496521
58,-197.68140422854944,1.9437390565872192
59,-80.51380395579604,1.9431407451629639
60,-4.973167322382775,1.9438072443008423
61,-154.31345350708395,1.9436651468276978
62,-251.90000000000006,1.9441806077957153
63,-117.8,1.9438557624816895
64,-134.48754408849467,1.9438053369522095
65,-213.2838384510729,1.9434001445770264
66,-76.20600165004494,1.9437860250473022
67,-85.616707223326,1.9434294700622559
68,-152.76902391007852,1.9437717199325562
69,-49.292928809983366,1.9436146020889282
70,-73.64921780272513,1.943476915359497
71,-45.19710377677215,1.9436163902282715
72,-214.25000000000006,1.9436225891113281
73,-147.26978466119465,1.9437261819839478
74,-128.35171427398845,1.943559169769287
75,-134.2722771231432,1.9432786703109741
76,-37.700000000000024,1.9434624910354614
77,-167.48076292744312,1.9433848857879639
78,-97.85430635543018,1.9435855150222778
79,-262.55,1.943943738937378
80,-329.7193359372756,1.9433929920196533
81,-76.46451361194678,1.943444848060608
82,-60.800000000000004,1.943457841873169
83,-136.3212772224002,1.9437425136566162
84,-168.35691911522204,1.943459153175354
85,-130.66568623416188,1.9436701536178589
86,-21.72074864226753,1.9435129165649414
87,-148.9,1.9437350034713745
88,-56.250000000000014,1.9436627626419067
89,-238.15000000000003,1.9439114332199097
90,-115.940032210918,1.9437119960784912
