episode,reward,entropy
1,-121.40711347735359,1.9421474933624268
2,-104.68555834020744,1.9424536228179932
3,-83.04569464916446,1.9432889223098755
4,-146.9899727946315,1.9428603649139404
5,-118.26145539150508,1.9433364868164062
6,-124.61474313279557,1.943366527557373
7,-111.09919495455883,1.9439524412155151
8,-113.3,1.9433420896530151
9,-228.2528546089835,1.944130301475525
10,-102.29230907972156,1.9443572759628296
11,-132.34999999999997,1.9440613985061646
12,-194.65,1.944111943244934
13,-100.2074672683056,1.9436911344528198
14,-170.91405255535253,1.9445998668670654
15,-73.41147669972227,1.9439904689788818
16,-208.89452363396828,1.944028377532959
17,-104.19856212079888,1.944085955619812
18,-153.52744770954047,1.9442095756530762
19,-101.09999999999997,1.9442094564437866
20,0.4626252343994395,1.9437766075134277
21,-295.1,1.9441815614700317
22,-10.587726145121115,1.943642020225525
23,-71.21037047276948,1.943811058998108
24,-79.90924331653433,1.9436532258987427
25,-168.75,1.9435080289840698
26,-215.60000000000002,1.9438432455062866
27,-258.20000000000005,1.9433232545852661
28,-216.40000000000003,1.9436254501342773
29,-155.3006786206081,1.9436330795288086
30,-201.26939233910608,1.9437239170074463
31,-84.04636284816733,1.9431332349777222
32,-168.4598650498172,1.9435886144638062
33,-181.15318875827862,1.9434847831726074
34,-81.9566530795943,1.9430267810821533
35,-145.89999999999998,1.9431946277618408
36,-259.00000000000006,1.9432891607284546
37,-281.78322410423806,1.9432461261749268
38,-175.70000000000005,1.943693995475769
39,-88.18648134705698,1.9432520866394043
40,-163.60000000000002,1.9431265592575073
41,-3.2786054518329806,1.9426950216293335
42,-44.79108611271529,1.9430482387542725
43,-130.28096154309313,1.94272780418396
44,-108.37879615275723,1.9418342113494873
45,-108.38222967940007,1.9429196119308472
46,-151.82386972870577,1.942763328552246
47,-28.779161495287163,1.941394329071045
48,-222.15000000000006,1.9424508810043335
49,-228.40000000000003,1.9427491426467896
50,-180.78023532579505,1.9423582553863525
51,-182.88583308222607,1.942312479019165
52,-148.54999999999998,1.9417047500610352
53,-100.2519721252123,1.942541480064392
54,-240.40539475434286,1.9428467750549316
55,-94.05684207986224,1.9432841539382935
56,-158.70000000000002,1.943090796470642
57,-124.63076865510853,1.9422118663787842
58,-180.55,1.9428515434265137
59,-261.4255610313785,1.9421826601028442
60,-182.0,1.9429913759231567
61,-130.9124855028001,1.9435615539550781
62,-181.35330157630105,1.9427381753921509
63,-50.2907411772115,1.9429837465286255
64,-179.64999999999998,1.943400263786316
65,-248.4500000000001,1.9423630237579346
66,-165.47447833996017,1.942961573600769
67,-61.65135418606371,1.9418246746063232
68,-94.7199904185798,1.9429824352264404
69,-225.06521761308412,1.9419399499893188
70,-149.80713269913156,1.9433012008666992
71,-123.58796185558107,1.9428077936172485
72,-110.24999999999996,1.9435847997665405
73,-144.31782735742203,1.9427769184112549
74,-294.4993382723572,1.9429653882980347
75,-199.45000000000005,1.9428194761276245
76,-147.12088800762047,1.9434956312179565
77,-203.3582158889344,1.9427330493927002
78,-158.25,1.9428340196609497
79,-256.90000000000003,1.9430094957351685
80,-86.74999999999999,1.9414187669754028
81,-175.89580174970428,1.9424916505813599
82,-196.55,1.9422622919082642
83,-107.27595044427824,1.9426935911178589
84,-71.17314820563409,1.941748023033142
85,-89.75215629298927,1.9420171976089478
86,-206.65160201733622,1.9422640800476074
87,-104.22125145094147,1.9420843124389648
88,-135.80222912904154,1.9412425756454468
89,-153.7,1.941500186920166
