episode,reward,entropy
1,-128.159555674353,1.9441397190093994
2,-23.73776178434593,1.9440280199050903
3,-109.47488582406535,1.9442805051803589
4,-26.291618132820798,1.9440304040908813
5,-122.4678853485334,1.9441665410995483
6,-163.0,1.943935513496399
7,-258.73137795131845,1.9439620971679688
8,-167.4,1.9432775974273682
9,-118.96782232648302,1.9435673952102661
10,-111.79946443855349,1.9436135292053223
11,-169.38964344025297,1.9438979625701904
12,-26.734313282753806,1.9436410665512085
13,-154.95000000000002,1.9437364339828491
14,-128.67640501186818,1.94354248046875
15,-199.6652590842669,1.9442660808563232
16,-205.35566084951142,1.9439581632614136
17,-86.17402620033646,1.9438482522964478
18,-44.4754900713525,1.943538784980774
19,-132.29270087806174,1.9435088634490967
20,-136.2283200861601,1.9440325498580933
21,-87.35473580331089,1.9441213607788086
22,-137.90518723347387,1.9437910318374634
23,-108.01040125926083,1.9440304040908813
24,-90.38755665004425,1.9440240859985352
25,-152.35250036748113,1.9437757730484009
26,-122.91161385543693,1.9443036317825317
27,-256.8000000000001,1.9438410997390747
28,-138.13739974400113,1.9439626932144165
29,-87.02555065019887,1.943798542022705
30,-214.50000000000003,1.9441379308700562
31,-63.92786120422895,1.9440646171569824
32,-215.97580733719502,1.9439902305603027
33,-208.69541006188035,1.9440075159072876
34,-43.634733735725234,1.9436496496200562
35,-82.24999999999999,1.9440301656723022
36,-137.8871782220107,1.943946361541748
37,-252.1807215215309,1.9443202018737793
38,-160.14999999999998,1.9440369606018066
39,-50.500000000000014,1.9436218738555908
40,-72.23456556154251,1.9440948963165283
41,-171.99999999999997,1.9439239501953125
42,-163.94577508686106,1.9440484046936035
43,-154.8824889458586,1.9439359903335571
44,-84.75019505970073,1.9442200660705566
45,-98.94271548067863,1.943930983543396
46,-135.14100222443386,1.943487286567688
47,-247.90000000000003,1.9439492225646973
48,-173.99256796747977,1.9439599514007568
49,-289.05000000000007,1.9437205791473389
50,-144.65000000000003,1.9436078071594238
51,-208.61549060716098,1.9442033767700195
52,-176.88655921451095,1.9445140361785889
53,-188.5015665917199,1.943778395652771
54,-127.84999999999998,1.9437129497528076
55,-229.00000000000003,1.943878173828125
56,-239.6529379457251,1.9438740015029907
57,-124.98312597075171,1.94414484500885
58,-156.82884917147533,1.94382643699646
59,-192.50685256427832,1.9440948963165283
60,-94.89999999999998,1.9441250562667847
61,-109.69818883675869,1.9441957473754883
62,-162.19595373630767,1.9437795877456665
63,-18.00397107165069,1.943946361541748
64,-73.12866416713415,1.94391667842865
65,-154.1456277859208,1.9439010620117188
66,-48.709810409082124,1.9437763690948486
67,-91.4826167199532,1.9442247152328491
68,-147.20000000000002,1.943880558013916
69,-197.49259985117396,1.944332242012024
70,-49.875975342369436,1.9436993598937988
71,-214.25000000000003,1.9440292119979858
72,-161.20870848008815,1.943813443183899
73,-169.26517238971905,1.9440416097640991
74,-225.40000000000006,1.9439918994903564
75,-219.75000000000003,1.9437592029571533
76,-24.170962393349704,1.9434967041015625
77,-123.15652678940998,1.9438952207565308
78,-125.23086667700706,1.9444677829742432
79,-160.35286171544251,1.9438252449035645
80,-169.25,1.943605899810791
81,-69.5211296466375,1.943408489227295
82,-117.0832326798105,1.9439398050308228
83,-48.020574283168585,1.9439043998718262
84,-100.6393323791466,1.9444140195846558
85,-143.77593024500297,1.9438167810440063
86,-133.95,1.9433119297027588
87,-102.10505141434506,1.9436938762664795
88,-313.6500000000001,1.943578839302063
89,-243.0,1.9437201023101807
90,-99.04024165230958,1.9441932439804077
91,-67.33942544499392,1.9436012506484985
92,-155.91590831513594,1.9441344738006592
93,-230.70000000000005,1.9436389207839966
94,-296.3356487953971,1.9435979127883911
95,-211.85000000000005,1.9439374208450317
96,-168.75,1.9441328048706055
97,-149.29999999999998,1.9433621168136597
98,-59.787111721700875,1.9438244104385376
