episode,reward,entropy
1,-233.8740218319095,1.9449265003204346
2,-232.91712414361214,1.9450936317443848
3,-226.98215353543222,1.9450278282165527
4,-188.91390530533437,1.9448211193084717
5,-138.44655412871663,1.9450867176055908
6,-77.75,1.944522738456726
7,-147.30644459297008,1.9447969198226929
8,-201.43562587175907,1.9448318481445312
9,-49.83005663421055,1.9443327188491821
10,-224.97656262582424,1.9447418451309204
11,-57.68487053459299,1.9447752237319946
12,-58.75000000000002,1.9441958665847778
13,-89.14999999999998,1.9446148872375488
14,-142.33745693227675,1.9444369077682495
15,-149.49999999999997,1.9444096088409424
16,-98.89310847384424,1.944394826889038
17,-135.6955120575062,1.9449409246444702
18,-158.38898440113297,1.944637417793274
19,-190.9843048589485,1.944442868232727
20,-229.95,1.9441986083984375
21,-256.58944813133763,1.9450268745422363
22,-123.63104550627963,1.9444477558135986
23,-234.99285311591424,1.9446890354156494
24,-173.8420845608144,1.9446954727172852
25,-207.05000000000007,1.9442992210388184
26,-121.08120923351476,1.9445260763168335
27,-150.6523658829229,1.944838523864746
28,-174.0091476980596,1.9448071718215942
29,-174.27524386499624,1.9445403814315796
30,-256.90256484306855,1.9447038173675537
31,-93.03195392583305,1.9443408250808716
32,-172.50000000000003,1.9438632726669312
33,-122.69169231069216,1.9447026252746582
34,-90.30205774771666,1.944725751876831
35,-70.16219597052013,1.9450112581253052
36,-186.24933320656626,1.9444632530212402
37,-182.95000000000002,1.9441200494766235
38,-150.61806424766945,1.9444280862808228
39,-271.2989263844278,1.9443202018737793
40,-157.75,1.9446982145309448
41,-245.9458920560321,1.9448052644729614
42,-133.525248841273,1.94443941116333
43,-104.17589895002877,1.944564700126648
44,-60.55935384932189,1.9448950290679932
45,-266.35,1.9443774223327637
46,-148.454382652018,1.9448837041854858
47,-164.8307509188757,1.9449937343597412
48,-184.27498068298212,1.9442700147628784
49,-203.65000000000003,1.9447139501571655
50,-189.02720464436538,1.9443665742874146
51,-143.81135698435563,1.9450137615203857
52,-161.21504243563584,1.9448082447052002
53,-182.25,1.944758653640747
54,-136.54294449189365,1.9449048042297363
55,-107.58744150199074,1.9445464611053467
56,-23.75932113491572,1.9448943138122559
57,-74.30880979675074,1.944809079170227
58,-162.20751003420645,1.9448269605636597
59,-34.040637221929444,1.944577693939209
60,-230.1211089895408,1.94460129737854
61,-81.21128900016056,1.9446302652359009
62,-201.6,1.9442156553268433
63,-85.28955609646259,1.9449445009231567
