episode,reward,entropy
1,-119.05054567937393,1.9390029907226562
2,-137.83219891022074,1.9392294883728027
3,-116.0012709272262,1.938951015472412
4,-199.69865464496604,1.9393192529678345
5,-180.5300037478844,1.938698410987854
6,-52.026815103510906,1.9398243427276611
7,-181.96039654911345,1.9393435716629028
8,-103.37750471407297,1.938942551612854
9,-166.36410856613708,1.9399278163909912
10,-198.65664818735812,1.938513159751892
11,-205.67276516871112,1.9389537572860718
12,-129.74999999999997,1.939244031906128
13,-162.1638802868954,1.9396185874938965
14,-120.91362184383169,1.9395877122879028
15,-63.053325869431134,1.9389748573303223
16,-199.00270273050384,1.9397796392440796
17,-72.94936926063417,1.9401061534881592
18,-109.5778932488265,1.9393888711929321
19,-228.99395396341234,1.9390689134597778
20,-103.84857136608983,1.9397374391555786
21,-164.6510130279155,1.938609004020691
22,-186.18529730882872,1.9383022785186768
23,-33.807350784051394,1.938681960105896
24,-123.69999999999997,1.9386537075042725
25,-186.25000000000003,1.9368643760681152
26,-163.47269765961343,1.9377766847610474
27,-225.44093643665408,1.937388300895691
28,-172.04153688396565,1.9376635551452637
29,-189.19765448455962,1.9380874633789062
30,-170.57422299322405,1.9380074739456177
31,-75.16230617166123,1.9382967948913574
32,-179.90000000000003,1.936335802078247
33,-121.61255736814311,1.938751220703125
34,-40.14044038149244,1.938284158706665
35,-152.14999999999998,1.938349723815918
36,-219.38399832952612,1.9388080835342407
37,-114.59308715543226,1.9381539821624756
38,-216.54060226125569,1.9375717639923096
39,-128.62094002588114,1.9377321004867554
40,-116.04873290156478,1.938442587852478
41,-80.91289709840068,1.9381036758422852
42,-191.30908633298415,1.9371424913406372
43,-174.87795702548271,1.9376492500305176
44,-158.85,1.9377273321151733
45,-60.4282899110467,1.9381005764007568
46,-128.93593041327898,1.9381356239318848
47,-156.46671657855418,1.937934160232544
48,-126.06188749662077,1.9374094009399414
49,-88.19797508941747,1.9373571872711182
50,-228.1414054127841,1.9378416538238525
51,-90.1,1.936975121498108
52,-246.35000000000005,1.9371834993362427
53,-114.146802739241,1.9376311302185059
54,-56.970613032473686,1.9380706548690796
55,-192.60702619408343,1.937375783920288
56,-94.31668037189387,1.9376156330108643
57,-200.55997829260332,1.9377436637878418
58,-166.72349259243936,1.9377914667129517
59,-240.23750470994176,1.9381988048553467
60,-76.1,1.9374685287475586
61,-191.353958467257,1.9366958141326904
62,-204.10000000000002,1.938185453414917
63,-100.99726188856448,1.9380208253860474
64,-237.65000000000012,1.9367698431015015
65,-160.65,1.9366146326065063
66,-309.82706744985074,1.9370934963226318
67,-78.98537849249047,1.9385124444961548
68,-151.78427949576718,1.9372317790985107
69,-24.069088389449806,1.9372638463974
70,-95.85085074985385,1.9375176429748535
71,-69.67612398666644,1.9375848770141602
72,-77.81778811538648,1.9374876022338867
73,-188.9483193945251,1.9374030828475952
74,-191.14056265825454,1.9372797012329102
75,-212.17524749113423,1.9371469020843506
76,-117.55450338775859,1.9374313354492188
77,-146.84229858424584,1.9376635551452637
78,-185.9369521187395,1.9372093677520752
79,-171.0648804685626,1.9375004768371582
80,-115.38420781745354,1.9362869262695312
81,-163.42832025931176,1.9383292198181152
82,-142.32030779942158,1.937501072883606
83,-193.86671003173134,1.9376461505889893
84,-26.759597457662057,1.9376503229141235
85,-202.45000000000002,1.9382435083389282
86,-180.77091326425565,1.9375932216644287
87,-174.12454685318588,1.9382379055023193
88,-126.48216754417984,1.938382625579834
89,-86.21155779721185,1.9369189739227295
90,-185.04751947966878,1.9371230602264404
91,-119.87192798816643,1.9371740818023682
92,-127.37857401107969,1.9368106126785278
93,-102.3,1.9357054233551025
94,-144.28009770717568,1.9367320537567139
95,-141.26020602959377,1.9372347593307495
96,-260.2601911094789,1.9368476867675781
97,-199.55,1.9369418621063232
98,-106.79999999999997,1.9370633363723755
99,-227.95000000000005,1.9374984502792358
100,-157.79999999999998,1.9370023012161255
101,-161.56543854183164,1.9375977516174316
102,-126.14999999999996,1.9365772008895874
103,-148.178277644003,1.9366981983184814
104,-151.5635645119636,1.9368401765823364
105,-52.739108907658746,1.9380881786346436
106,-157.75000000000003,1.937799334526062
107,-88.87541060285179,1.938093900680542
108,-119.06261219685028,1.9376906156539917
109,-260.38509759085036,1.9372680187225342
110,-117.21706845415758,1.9365001916885376
111,-259.80000000000007,1.9373650550842285
112,-273.00000000000006,1.9373916387557983
113,-226.60000000000002,1.9375306367874146
114,-133.21666866256464,1.9361014366149902
115,-169.7390180309461,1.9369747638702393
116,-268.9118448853132,1.9370602369308472
117,-102.4557675223778,1.9368785619735718
118,-251.80000000000004,1.9365273714065552
119,-59.80407290291132,1.9375293254852295
120,-158.52941229008542,1.9381475448608398
121,-90.69999999999997,1.9349110126495361
122,-139.79999999999998,1.936712384223938
123,-184.40000000000003,1.9370821714401245
124,-96.1120803361998,1.9372063875198364
125,-171.49999999999994,1.936922550201416
126,-132.31266261818328,1.9369149208068848
127,-99.67936552949133,1.936978816986084
128,-151.8777676598752,1.937550663948059
129,-104.834650598937,1.9376206398010254
130,-230.01619529262706,1.9369641542434692
131,-229.00000000000003,1.9352312088012695
132,-200.15000000000003,1.937100887298584
133,-86.43835477627377,1.9377385377883911
134,-146.45,1.936345100402832
135,1.170320464260338,1.9380797147750854
136,-185.60000000000002,1.93793523311615
137,-103.99999999999997,1.937788963317871
