episode,reward,entropy
1,-180.85,1.9332528114318848
2,-232.41043764846938,1.935136079788208
3,-75.68696288100966,1.9325485229492188
4,-149.5158429853339,1.9348417520523071
5,-49.56504250843689,1.9350640773773193
6,-78.62099770456061,1.9300755262374878
7,-98.69062201878522,1.9251437187194824
8,-49.60915370724367,1.9268765449523926
9,-148.58791524418237,1.9287861585617065
10,-160.26938239706334,1.9235219955444336
11,-169.4160753964105,1.909254789352417
12,-315.0500000000001,1.8931115865707397
13,-172.35029640383814,1.909488558769226
14,-85.40370445698532,1.9045157432556152
15,-119.90055435535264,1.9096711874008179
16,-71.193907137753,1.9102435111999512
17,-159.12119548549347,1.897598147392273
18,-248.9919850696939,1.891608476638794
19,-95.02028119102897,1.8986456394195557
20,-98.54999999999997,1.8995776176452637
21,-120.77615970596588,1.8841267824172974
22,-178.55662779198045,1.888613224029541
23,-135.61565307150795,1.8755933046340942
24,-99.9,1.867296576499939
25,-160.4,1.8837640285491943
26,-294.65449739361253,1.8768608570098877
27,-213.95000000000007,1.8566200733184814
28,-105.08152293908194,1.8781259059906006
29,-154.3,1.850313425064087
30,-237.97307911450162,1.8722326755523682
31,-95.7887628565869,1.859399437904358
32,-96.75793950907683,1.836639404296875
33,-105.25241695628536,1.848177433013916
34,-127.08136657902756,1.8162366151809692
35,-203.90000000000003,1.8309729099273682
36,-281.3000000000001,1.7419991493225098
37,-231.48824700623814,1.8198153972625732
38,-154.80131380051668,1.7995280027389526
39,-73.38249381128581,1.7763491868972778
40,-178.6601973808705,1.8274040222167969
41,-117.52449545317336,1.77296781539917
42,-76.72429118334426,1.8153806924819946
43,-239.35000000000005,1.765824556350708
44,-161.06199467617287,1.725669503211975
45,-146.2563487394527,1.780938982963562
46,-119.81445016481993,1.752650260925293
47,-240.16183372482212,1.8019500970840454
48,-128.75309196150482,1.727305293083191
49,-278.30078706460614,1.7331045866012573
50,-149.45000000000005,1.7738627195358276
51,-191.70000000000005,1.7216016054153442
52,-99.33409284505112,1.7399166822433472
53,-190.59178170991726,1.7454031705856323
54,-147.6330043496136,1.6913957595825195
55,-212.59102858480952,1.7262139320373535
56,-205.0500000000001,1.747622013092041
57,-233.15000000000006,1.6754958629608154
58,-149.01822436284277,1.6790424585342407
