episode,reward,entropy
1,-147.04083617243134,1.943289041519165
2,-177.17399776083099,1.943314790725708
3,-175.19295072099513,1.943190574645996
4,-181.64999999999998,1.9430911540985107
5,-93.47842440139377,1.9431384801864624
6,-97.72824325015561,1.9423059225082397
7,-88.69220475439766,1.9431785345077515
8,-103.78838145544478,1.9426771402359009
9,-88.6147526950001,1.942777395248413
10,-166.3,1.9431244134902954
11,-232.70000000000007,1.9433108568191528
12,-114.47251653185744,1.9432471990585327
13,-165.33627944189942,1.942743182182312
14,-151.2111442528983,1.9432107210159302
15,-94.14431996512347,1.9432880878448486
16,-136.95139312185478,1.9423294067382812
17,-106.28926406524971,1.9427216053009033
18,-165.45000000000002,1.9433778524398804
19,-286.3500000000001,1.942798137664795
20,-191.85888125529488,1.9426342248916626
21,-122.68484311662833,1.9428552389144897
22,-125.25648821038327,1.943253755569458
23,-142.55642241645543,1.9427134990692139
24,-168.55,1.9428503513336182
25,-138.55,1.943186640739441
26,-221.10000000000008,1.9429864883422852
27,-208.5366665970841,1.9435995817184448
28,-143.3257310722934,1.9439914226531982
29,-81.35000000000001,1.9429574012756348
30,-166.84412121211545,1.9434133768081665
31,-148.1,1.9440499544143677
32,-58.16404027511396,1.9432458877563477
33,-186.1190031198476,1.943975806236267
34,-193.15451116922375,1.9431467056274414
35,-142.14999999999995,1.943853735923767
36,-102.59999999999997,1.9440056085586548
37,-64.95098669216964,1.9438514709472656
38,-207.61646709929312,1.9433104991912842
39,-129.00504476879235,1.943453073501587
40,-132.51101592215986,1.9435336589813232
41,-125.752388888511,1.9439791440963745
42,-162.9628052401904,1.9434173107147217
43,-106.39754314588673,1.9442905187606812
44,-35.80270356659962,1.9432028532028198
45,-121.21518707947615,1.9437377452850342
46,-159.42800365874055,1.9434667825698853
47,-83.60942632986723,1.9439728260040283
48,-173.06251299573788,1.9436126947402954
49,-255.011566547941,1.9436455965042114
50,-64.02489571870295,1.9435421228408813
51,-193.85,1.9444977045059204
52,-100.25875630681963,1.9443610906600952
53,-63.27001579411283,1.943894386291504
54,-101.85819017741198,1.9443799257278442
55,-115.64908095608571,1.9441368579864502
56,-101.04999999999997,1.9443631172180176
57,-171.3749325515197,1.9442058801651
58,-127.25,1.944886326789856
59,-30.35193723289928,1.9444711208343506
60,-124.43143742413909,1.9444177150726318
61,-71.73506186180643,1.9443268775939941
62,-109.42370006818769,1.9443265199661255
63,-139.71980883726954,1.9446827173233032
64,-46.32553553011513,1.9444451332092285
65,-168.59999999999997,1.944405198097229
66,-129.52510779729,1.9447455406188965
67,-146.85185937196573,1.944606065750122
68,-164.18556585022833,1.9445689916610718
69,-79.58041753955855,1.9445300102233887
70,-80.31292892948325,1.9444597959518433
71,-204.00000000000009,1.9445761442184448
72,-123.84999999999995,1.9451227188110352
73,-69.04371174704957,1.9446160793304443
74,-156.1,1.944758653640747
75,-213.20000000000002,1.9446115493774414
76,-166.87064740894166,1.9448306560516357
77,-154.93334429450914,1.9445806741714478
78,-242.1,1.9448679685592651
79,-111.72182352821886,1.9448562860488892
80,-120.91695487272257,1.9446589946746826
81,-133.2273731894615,1.9448739290237427
82,-134.35,1.9449316263198853
83,-78.79500687013415,1.944970726966858
84,-131.0876563552194,1.9445464611053467
