episode,reward,entropy
1,-189.5027853139834,1.9441156387329102
2,-131.63663517818375,1.9444156885147095
3,-100.27608918504414,1.9445786476135254
4,-230.83164071483512,1.9443377256393433
5,-144.1252398353635,1.9445409774780273
6,-279.84871758477203,1.9449554681777954
7,-189.55000000000007,1.9445728063583374
8,-110.93384806929056,1.944465160369873
9,-237.68933043739918,1.9444204568862915
10,-172.17576470969692,1.944515347480774
11,-81.89356539028742,1.944777011871338
12,-155.69295690350108,1.9442038536071777
13,-119.32902691012535,1.94475519657135
14,-164.97318111216777,1.9445403814315796
15,-86.69783104342612,1.9445019960403442
16,-146.74829694229214,1.94362473487854
17,-257.89762365664046,1.9434901475906372
18,-80.39999999999999,1.9437657594680786
19,-197.75,1.9430979490280151
20,-53.70000000000001,1.9437518119812012
21,-191.92721735295407,1.9418786764144897
22,-152.0,1.9417997598648071
23,-149.36138411652064,1.9429917335510254
24,-116.19937582117129,1.9425655603408813
25,-181.55000000000004,1.9431543350219727
26,-178.44734033268344,1.9425393342971802
27,-160.24999999999994,1.942978024482727
28,-181.1,1.9412246942520142
29,-56.40103024976391,1.9410537481307983
30,-48.753486094853855,1.9425708055496216
31,-270.08641454800704,1.941609501838684
32,-155.9020969561037,1.9425485134124756
33,-248.70000000000005,1.9421600103378296
34,-178.61597863031884,1.9427860975265503
35,-193.07216872187576,1.9419357776641846
36,-156.95835446956775,1.9418712854385376
37,-208.7401975541587,1.9410035610198975
38,-95.89999999999998,1.9408690929412842
39,-201.79642917235236,1.9409146308898926
40,-31.595887874659674,1.9405930042266846
41,-156.54999999999998,1.9425158500671387
42,-167.04618536297394,1.9399608373641968
43,-253.4000000000001,1.9417632818222046
44,-99.23259597030875,1.9408373832702637
45,-125.09095052444972,1.9415777921676636
46,-150.60715168041995,1.9403610229492188
47,-250.20000000000005,1.9400579929351807
48,-142.96135523618065,1.9401559829711914
49,-42.32949088679681,1.940495491027832
50,-71.22943632917406,1.9405347108840942
51,-234.08932533572425,1.940005898475647
52,-141.26085744300127,1.940554141998291
53,-134.4509550364081,1.9398788213729858
54,-137.73772627581414,1.9412295818328857
55,-207.6500000000001,1.939010739326477
56,-36.591847629399595,1.9394341707229614
57,-136.89460427051856,1.939792513847351
58,-106.94999999999997,1.941422939300537
59,-179.18336761744558,1.9383047819137573
60,-187.8336967450335,1.9392945766448975
61,-85.50331098043495,1.9394793510437012
62,-106.25594151198075,1.9377425909042358
63,-56.50432733288148,1.938270926475525
64,-86.59121527520446,1.9373054504394531
65,-173.3744699022866,1.9357054233551025
66,-123.01363372974956,1.936552882194519
67,-208.18324127673964,1.934717059135437
68,-122.27594445785917,1.9384902715682983
69,-110.13317592988905,1.9387227296829224
70,-173.49347749038802,1.9375005960464478
71,-173.5,1.934079885482788
72,-145.16280222367797,1.938507080078125
73,-114.96969127977789,1.9371551275253296
74,-113.57283633657421,1.9371639490127563
75,-284.4323760858377,1.934513807296753
76,-147.51842642527293,1.9367125034332275
77,-113.7828734497295,1.9334464073181152
78,-67.02716308432747,1.936242938041687
79,-70.70320039772446,1.9331448078155518
80,-157.9152644169494,1.9354684352874756
81,-137.77018165536356,1.932610034942627
82,-94.45243244670131,1.934104561805725
83,-157.59177579145245,1.9348292350769043
84,-240.73328969855052,1.9334875345230103
85,-85.35547407421875,1.9313344955444336
86,-136.85,1.9291772842407227
87,-52.50000000000002,1.931785225868225
88,-201.49048361869833,1.9385570287704468
89,-201.74366706698618,1.9396990537643433
