#{"t_start": 1764231584.579475, "env_id": "None"}
r,l,t
-78.4,152,0.366809
-67.10712,156,0.389137
-83.8,150,0.409483
-79.4,156,0.430303
-72.678384,168,0.452958
-84.15,162,0.520924
-62.635714,154,0.541522
-66.943041,154,0.562
-66.685714,155,0.582853
-79.585714,167,0.605038
-71.679475,159,0.627144
-78.45,158,0.648398
-68.421429,179,0.672857
-64.658773,156,0.693622
-62.922282,163,0.715349
-65.835714,160,0.736773
-78.5,156,0.757926
-73.5,148,0.777571
-76.616814,166,0.799619
-79.5,158,0.820876
-85.7,160,1.11832
-79.6,165,1.141425
-70.035714,164,1.164539
-76.6,152,1.186113
-71.585714,163,1.208438
-72.185714,200,1.236247
-74.2,153,1.257509
-73.917742,162,1.2803
-72.5,153,1.30139
-71.349451,161,1.323384
-78.026908,162,1.347197
-77.25,159,1.369732
-72.584876,163,1.391811
-76.2,153,1.412328
-70.9,157,1.433999
-71.626654,161,1.455628
-75.2,148,1.475363
-73.434579,158,1.49648
-68.471429,200,1.523623
-68.685714,163,1.545421
-74.385714,194,1.862609
-75.978568,164,1.885816
-78.35,158,1.907784
-74.86519,163,1.930381
-67.880864,165,1.953225
-77.5,152,2.021771
-71.286938,154,2.043482
-74.435714,184,2.06907
-61.809933,173,2.093224
-59.835714,158,2.115626
-75.96605,162,2.138843
-62.282444,153,2.160377
-68.085714,171,2.184128
-76.0,148,2.203824
-85.35,161,2.225203
-61.173647,164,2.24766
-70.785714,200,2.275507
-63.136216,165,2.298519
-81.2,160,2.320635
-79.45,168,2.344017
-74.335714,161,2.656264
-74.7,156,2.677393
-77.8,157,2.698737
-78.3,157,2.720731
-80.4,151,2.741312
-65.535714,156,2.762516
-73.285714,155,2.783614
-78.2,157,2.805398
-75.085714,196,2.832026
-80.3,157,2.853412
-74.143097,160,2.876132
-64.501633,157,2.898899
-66.302825,154,2.920318
-68.035714,163,2.942855
-73.4,160,2.964997
-72.971429,200,2.992123
-75.370743,154,3.013094
-79.55,164,3.035096
-72.684166,161,3.057122
-80.2,152,3.07761
-69.557721,165,3.395551
-70.001786,161,3.417759
-78.05,153,3.439388
-83.15,160,3.461623
-75.714398,154,3.482678
-61.865919,156,3.504622
-78.2,162,3.573517
-75.65,161,3.59559
-67.567317,158,3.617084
-73.530313,163,3.639657
-67.128239,151,3.660872
-83.0,156,3.682225
-70.028554,159,3.704063
-69.921429,186,3.729979
-82.9,158,3.75155
-80.05,161,3.773684
-82.0,157,3.794976
-82.3,163,3.817453
-68.982992,156,3.838061
-67.421429,192,3.863246
-80.0,161,4.180261
-59.785714,183,4.205748
-74.85,167,4.228793
-68.954038,159,4.25091
-84.85,152,4.272597
-72.6,158,4.294468
-75.148299,165,4.317505
-66.87469,160,4.339889
-79.75,152,4.361754
-86.55,164,4.384582
-74.445188,155,4.407263
-71.135714,200,4.43598
-73.5,156,4.456909
-85.15,157,4.477583
-77.75,158,4.498959
-70.792857,162,4.521635
-68.085714,154,4.542772
-76.7,159,4.564625
-64.054711,165,4.587262
-75.25,157,4.609239
-75.7,152,4.922416
-65.714409,163,4.945224
-64.5,157,4.967421
-75.65,158,4.989441
-70.235714,200,5.017888
-78.9,154,5.039987
-69.55,156,5.063049
-67.3,155,5.084836
-80.0,165,5.107777
-79.6,159,5.131358
-76.338416,160,5.218861
-70.285714,167,5.242186
-76.15,154,5.263744
-71.935714,163,5.286845
-77.05,160,5.309135
-74.423352,158,5.332095
-65.762036,155,5.354054
-73.45,150,5.37496
-68.620618,160,5.39672
-80.2,155,5.417613
-74.325237,159,5.728463
-62.035714,155,5.750221
-69.235714,169,5.773616
-77.781189,166,5.796615
-68.535714,169,5.820122
-73.256713,163,5.84333
-77.9,158,5.86499
-83.3,162,5.887252
-66.277262,155,5.909196
-67.276027,160,5.931489
-69.45,150,5.953248
-80.25,157,5.975067
-69.702923,162,5.998135
-73.797378,158,6.020271
-80.45,160,6.042536
-68.935588,152,6.063798
-71.096768,164,6.087825
-70.974118,166,6.110864
-77.1,160,6.132893
-75.55,157,6.155021
-81.7,164,6.465393
-74.135714,167,6.488574
-78.8,160,6.510583
-78.65,159,6.532945
-71.907311,164,6.555585
-76.397763,164,6.578156
-72.794419,161,6.60042
-72.235714,200,6.6284
-80.15,163,6.650858
-83.8,161,6.672912
-55.09409,151,6.695282
-76.4,163,6.718285
-82.05,161,6.740457
-81.8,161,6.762955
-72.515703,155,6.833939
-62.485714,166,6.856389
-72.896283,156,6.877618
-70.185714,200,6.904708
-78.8,157,6.926327
-66.385714,156,6.947415
-71.45,157,7.277126
-70.085714,200,7.304424
-73.48797,160,7.327509
-65.085714,151,7.348592
-73.965416,155,7.371444
-76.835714,200,7.400618
-78.95,153,7.422099
-87.95,158,7.444185
-63.535714,159,7.466921
-72.885714,160,7.489329
-69.890307,164,7.512769
-55.785714,149,7.533756
-81.4,156,7.556175
-76.3,160,7.578291
-76.95,155,7.599781
-71.363481,159,7.621327
-71.535714,162,7.64344
-79.3,152,7.665296
-76.2,155,7.688332
-78.030601,150,7.709773
-74.2,152,8.020852
-65.45816,163,8.043606
-76.389812,154,8.065364
-74.3,153,8.086548
-69.202238,153,8.108622
-65.750615,166,8.131843
-72.269316,158,8.153914
-66.085714,152,8.175675
-80.169391,167,8.198809
-78.85,158,8.22106
-76.0,159,8.24407
-73.9,154,8.266282
-70.313575,165,8.289552
-69.176355,166,8.312757
-81.35,161,8.33509
-66.85,157,8.357174
-82.15,154,8.378353
-74.8,154,8.399586
-66.835714,158,8.421807
-76.325689,167,8.444501
-72.828121,155,8.745256
-68.805659,164,8.767904
-72.741293,200,8.843602
-75.25,154,8.864866
-73.348315,163,8.887398
-68.446677,155,8.908798
-64.35,152,8.930157
-61.423431,153,8.951352
-64.285714,160,8.973322
-76.2,154,8.994509
-71.664617,162,9.018051
-75.55,156,9.0397
-83.05,154,9.061815
-72.438531,161,9.084643
-84.25,165,9.108191
-66.585714,179,9.13286
-75.45,158,9.154719
-75.335714,161,9.177491
-69.25,158,9.199154
-70.4,151,9.219947
-73.454543,164,9.528414
-73.578681,172,9.552316
-76.2,161,9.574394
-83.007248,162,9.596612
-81.65,154,9.617614
-82.3,160,9.640133
-69.120502,161,9.662147
-70.832988,157,9.683735
-77.7,152,9.705092
-65.485714,161,9.727118
-76.5,152,9.748797
-81.4,161,9.771471
-67.097457,163,9.79442
-68.49463,156,9.815449
-77.185714,164,9.8373
-82.75,157,9.858884
-60.185714,161,9.881466
-77.1,155,9.90274
-70.179254,152,9.923568
-78.45,162,9.946347
-52.635714,157,10.24988
-75.28816,160,10.272
-69.885714,161,10.294373
-71.8,160,10.363741
-67.577113,161,10.386117
-76.3,156,10.407851
-80.25,160,10.42977
-81.25,163,10.452674
-80.65,159,10.474556
-69.523607,166,10.497503
-68.671429,200,10.526257
-79.853234,157,10.548656
-70.778918,158,10.570534
-65.085714,200,10.597432
-82.25,157,10.619005
-72.45,151,10.639138
-66.15,160,10.660439
-65.045611,167,10.682808
-75.6,154,10.703906
-81.05,155,10.7246
-74.235714,200,11.038244
-75.65,157,11.060178
-64.685714,158,11.082153
-68.338567,157,11.103828
-60.409186,163,11.126467
-67.921429,200,11.154879
-77.5,156,11.176587
-64.535714,160,11.198879
-70.968601,148,11.219538
-76.85,154,11.241592
-71.35,160,11.264296
-74.935102,200,11.292234
-76.1,159,11.314777
-72.335714,200,11.342511
-72.335714,200,11.370498
-75.25,151,11.391901
-74.75,156,11.413072
-61.635714,162,11.434876
-63.821429,200,11.461638
-76.2,153,11.482507
-74.05,152,11.807724
-66.535714,155,11.829068
-68.803529,167,11.851999
-79.4,156,11.920241
-62.935714,169,11.94362
-68.506388,158,11.965394
-79.7,161,11.987547
-77.55,154,12.009255
-62.485714,175,12.033218
-83.1,154,12.054381
-69.04489,159,12.078062
-66.314718,148,12.098788
-67.385714,157,12.12094
-80.25,162,12.143578
-80.8,150,12.165145
-70.34749,157,12.186729
-71.735714,164,12.209274
-73.3,160,12.231235
-81.35,153,12.252642
-66.754305,155,12.274002
-64.197104,151,12.581804
-80.75,160,12.602861
-65.235714,166,12.62494
-76.612636,164,12.647059
-78.15,156,12.668379
-73.387833,157,12.690428
-78.65,161,12.712388
-75.124956,161,12.734421
-71.853986,151,12.754955
-71.916721,164,12.77782
-78.6,158,12.800526
-73.835714,200,12.83023
-82.05,161,12.853574
-71.705548,156,12.875671
-71.25,157,12.897191
-71.05,158,12.91861
-73.487414,158,12.94068
-59.688599,169,12.963795
-74.45,154,12.984728
-76.6,149,13.005146
-68.7,161,13.31337
-73.335714,162,13.335496
-70.635714,200,13.36264
-65.685714,158,13.38408
-63.867719,159,13.40621
-70.264186,160,13.427933
-77.825161,167,13.450645
-77.0,156,13.472305
-66.846163,162,13.541144
-66.235714,154,13.561997
-71.371481,164,13.585394
-63.735714,158,13.608386
-70.077998,154,13.629739
-68.1573,161,13.651871
-70.425842,158,13.673636
-75.5,159,13.695537
-67.611732,162,13.717149
-73.45,157,13.738022
-77.9,153,13.758304
-79.6,163,13.780478
-67.775739,169,14.13393
-75.755386,164,14.156762
-61.041926,156,14.178587
-78.25,159,14.201283
-73.785714,200,14.228487
-70.06953,165,14.251139
-62.970333,166,14.274708
-70.9,159,14.296533
-70.2,157,14.318078
-66.121429,200,14.346053
-77.675353,165,14.36971
-71.581669,165,14.392805
-69.335714,200,14.420719
-73.7,166,14.443848
-79.45,159,14.465154
-67.98765,200,14.491675
-76.95,163,14.513963
-72.359758,162,14.536003
-59.29267,160,14.557915
-66.407634,200,14.585763
-61.435714,162,14.907336
-76.45,153,14.928114
-62.095217,156,14.949474
-77.85,153,14.970675
-58.571429,159,14.992308
-61.571429,185,15.017652
-69.772896,159,15.039138
-72.65,163,15.111848
-76.9,158,15.133448
-74.45,154,15.154383
-77.9,160,15.177772
-72.85,148,15.199304
-71.975098,164,15.222142
-67.685714,200,15.249931
-68.75,157,15.27209
-66.685845,170,15.295742
-71.9,163,15.31786
-67.785714,172,15.340898
-83.15,159,15.362682
-70.556644,155,15.383549
-117.95,154,15.683971
-121.45,161,15.696995
-122.45,163,15.70979
-117.95,154,15.72167
-121.45,161,15.734344
-118.95,156,15.746639
-118.95,156,15.759003
-120.95,160,15.771577
-121.95,162,15.784448
-120.45,159,15.797099
