#{"t_start": 1764358353.837952, "env_id": "None"}
r,l,t
-71.624623,152,0.387203
-69.164482,152,0.415439
-78.9,161,0.444211
-83.15,160,0.474304
-65.285714,162,0.503199
-65.835714,162,0.531329
-74.585714,200,0.56682
-80.95,151,0.594358
-69.9,161,0.626203
-80.1,152,0.654053
-63.849353,163,0.685855
-78.1,158,0.713261
-68.9,154,0.897052
-68.721429,200,0.933714
-71.3,150,0.960702
-56.285714,164,0.991516
-75.85,149,1.018417
-68.785714,170,1.048812
-65.885714,158,1.077113
-65.235714,162,1.106873
-76.75,157,1.134373
-73.995465,166,1.163935
-75.05,158,1.192281
-72.3,153,1.221055
-67.165699,160,1.252912
-77.6,153,1.8727
-71.993894,156,1.904579
-79.85,161,1.934016
-74.55,158,1.964807
-78.35,153,1.993476
-77.9,162,2.023897
-61.985714,152,2.053471
-61.193561,157,2.098945
-59.185714,172,2.14076
-71.15,153,2.170026
-75.95,160,2.198717
-75.85,160,2.227032
-63.235145,152,2.255046
-85.3,164,2.427011
-63.235714,167,2.456694
-72.55,156,2.485844
-62.985714,163,2.514939
-75.45,163,2.544022
-61.885714,150,2.571876
-78.15,158,2.599837
-79.6,160,2.628409
-66.06142,153,2.65542
-65.746861,168,2.686277
-68.75,156,2.714199
-77.25,158,2.742236
-68.285714,156,2.769662
-79.65,152,2.939074
-67.3,148,2.965586
-61.840857,160,2.995835
-75.45,154,3.02414
-66.935714,200,3.060243
-64.487152,160,3.08911
-73.5,154,3.118782
-75.7,153,3.146189
-62.752377,158,3.174726
-84.6,159,3.204551
-74.85,152,3.232294
-72.45,162,3.261995
-63.335714,154,3.29037
-72.2,160,3.485887
-73.05,155,3.514551
-68.612261,164,3.54444
-63.192801,163,3.573233
-73.55,158,3.601076
-64.688782,157,3.629978
-66.835714,158,3.658168
-73.75,153,3.685353
-60.135714,156,3.712871
-73.95,157,3.741714
-71.222364,169,3.771172
-72.6,154,3.798965
-65.891804,163,3.973787
-76.9,154,4.009643
-52.121429,161,4.052216
-65.721429,200,4.09084
-59.727793,167,4.121667
-64.865697,152,4.151969
-65.95,154,4.180633
-57.235714,164,4.20985
-73.6,162,4.238657
-64.523642,162,4.268854
-66.053453,150,4.295701
-60.255077,165,4.325479
-58.985714,160,4.354161
-59.62561,147,4.52462
-56.685714,169,4.554271
-51.699915,161,4.584822
-68.961419,159,4.613426
-59.409672,200,4.648258
-56.871429,151,4.675328
-67.667268,159,4.704237
-64.651992,161,4.733223
-56.735714,156,4.761144
-64.267832,167,4.792374
-65.8,159,4.821429
-60.9171,158,4.850207
-59.85,157,4.878316
-70.7,156,5.049586
-63.289866,162,5.078689
-61.685714,163,5.109352
-54.371429,159,5.13802
-62.185714,169,5.167988
-53.960848,164,5.196916
-63.35,159,5.226634
-58.885714,160,5.255101
-53.221429,160,5.283939
-71.05,156,5.312634
-63.626397,161,5.341558
-59.916263,169,5.371846
-68.85,152,5.541015
-60.602555,200,5.577362
-56.335714,153,5.604679
-62.585714,161,5.634738
-61.8,161,5.663759
-57.835714,164,5.693908
-63.45,158,5.723352
-56.221429,163,5.754938
-55.585714,160,5.785084
-71.35,154,5.813086
-67.267639,188,5.848275
-53.588899,159,5.876577
