#{"t_start": 1764076050.629966, "env_id": "None"}
r,l,t
-76.15,152,0.514825
-75.374845,156,0.556637
-70.9,150,0.596127
-76.585714,200,0.647628
-72.635714,200,0.699046
-84.25,160,0.739947
-74.546748,158,0.779691
-75.285714,179,0.826158
-66.385714,161,0.866947
-65.221429,177,0.913451
-65.955109,161,0.955448
-71.551911,157,0.995478
-67.885714,200,1.047144
-74.55,162,1.088639
-75.471429,199,1.139303
-67.1431,158,1.179821
-81.5,148,1.219782
-68.871429,200,1.272024
-67.285714,154,1.31085
-75.95,158,1.352553
-66.852665,200,1.406141
-68.271429,200,1.45773
-67.821429,178,1.5029
-73.807826,157,1.544498
-70.454785,160,1.585174
-65.271429,177,1.630295
-74.85,159,1.671761
-71.262674,188,1.719812
-71.918575,162,1.761981
-66.870705,162,1.804158
-78.4,156,1.845562
-64.685714,168,1.88922
-64.085714,160,1.930323
-66.470823,164,1.973423
-66.335714,168,2.016547
-71.173159,187,2.064712
-68.985714,157,2.105589
-68.672132,162,2.14662
-58.985714,161,2.18866
-58.222027,164,2.230867
-67.971429,190,2.282702
-58.172097,162,2.324695
-65.490862,162,2.367142
-67.885714,159,2.411645
-63.735714,160,2.453927
-62.196523,163,2.497009
-61.355485,163,2.539531
-68.428184,166,2.582792
-65.721429,198,2.635468
-74.15,155,2.675722
-77.95,162,2.71949
-65.035714,152,2.758964
-72.25,154,2.799923
-70.55,153,2.840199
-65.935714,163,2.882794
-64.185714,160,2.92526
-68.130594,160,2.967317
-60.025397,165,3.010943
-58.635714,167,3.054331
-66.985714,200,3.106274
-66.085714,182,3.155771
-60.785714,166,3.19859
-63.435714,168,3.243134
-56.066491,168,3.287492
-70.602419,155,3.329525
-64.032831,166,3.373119
-67.804519,200,3.425117
-64.0,149,3.465804
-74.0,158,3.508484
-63.871429,176,3.556037
-71.185714,166,3.600022
-71.343894,168,3.643713
-63.685714,158,3.686543
-59.68619,152,3.726864
-67.285714,200,3.779961
-65.935714,169,3.823765
-66.226432,160,3.866216
