#{"t_start": 1764231549.535216, "env_id": "None"}
r,l,t
-66.737616,152,0.366014
-66.604308,156,0.386978
-74.035382,152,0.406533
-78.9,154,0.426256
-83.5,167,0.447954
-82.15,156,0.572528
-71.6,162,0.593765
-80.65,156,0.614015
-80.7,159,0.634596
-60.885714,154,0.654935
-60.235714,163,0.734145
-67.059169,156,0.754631
-71.884018,156,0.77563
-70.339254,154,0.796174
-85.3,163,0.817224
-73.155978,154,0.896566
-77.3,160,0.91777
-72.668677,162,0.938928
-69.385714,184,0.96252
-68.891424,159,0.982635
-79.285714,180,1.066188
-73.617662,164,1.08804
-71.185714,200,1.114953
-63.863487,159,1.136403
-76.210624,162,1.157457
-73.185714,163,1.241185
-67.502049,162,1.262477
-84.45,159,1.283714
-79.05,153,1.303436
-70.934778,169,1.324973
-78.7,160,1.407315
-75.55,144,1.427324
-76.181726,159,1.448206
-75.3,156,1.468482
-70.235714,200,1.4948
-79.9,162,1.576805
-75.2,154,1.597598
-74.828256,161,1.61945
-67.868681,167,1.642644
-72.381715,197,1.668138
-69.251029,151,1.751295
-75.755806,168,1.773117
-71.235145,159,1.794073
-74.652749,156,1.814527
-72.352071,160,1.835963
-71.75,150,1.913499
-79.55,161,1.933794
-78.55593,164,1.954281
-74.55,164,1.975784
-73.198361,168,1.998076
-72.13363,161,2.079491
-82.0,155,2.100166
-69.385714,165,2.122112
-73.310448,159,2.142965
-72.920126,161,2.163566
-78.55,161,2.241888
-75.25,150,2.261502
-66.481586,160,2.282278
-91.75,164,2.303451
-72.370021,162,2.324274
-76.85,160,2.403121
-73.152746,156,2.422967
-66.685714,146,2.441611
-73.65,151,2.4609
-71.821187,160,2.481711
-72.9,156,2.601002
-69.201774,160,2.620903
-79.9,153,2.639936
-70.485714,166,2.660997
-78.15,160,2.68166
-74.535714,192,2.763182
-73.785714,178,2.78587
-73.552942,158,2.806454
-81.55,164,2.827239
-65.871429,164,2.848054
-67.635714,163,2.92675
-85.1,153,2.945944
-75.211357,166,2.966645
-71.497743,158,2.986645
-72.865562,163,3.007807
-60.972645,158,3.084499
-75.6,154,3.104717
-66.371429,187,3.133414
-73.368623,160,3.156111
-62.917795,151,3.176321
-79.25,157,3.262509
-66.985714,200,3.289271
-68.131073,159,3.310935
-79.7,152,3.330426
-63.685714,158,3.350311
-69.55,149,3.433505
-79.35,162,3.454643
-63.868404,163,3.475811
-78.05,161,3.496963
-70.865916,165,3.518424
-69.985714,166,3.599493
-80.8,158,3.619243
-75.85,159,3.639045
-74.7,156,3.659907
-70.047011,156,3.680359
-72.6,156,3.758963
-63.602074,159,3.779733
-70.56518,165,3.801192
-58.111324,168,3.822784
-60.771429,160,3.843241
-72.0,153,3.922529
-60.335714,164,3.944596
-68.313703,159,3.96592
-72.141505,161,3.98694
-68.594189,161,4.008046
-77.4,153,4.092812
-72.170269,159,4.113363
-76.2,156,4.133731
-64.885714,200,4.205612
-79.8,162,4.227094
-58.171429,172,4.309778
-67.934312,163,4.331044
-73.25,155,4.351464
-68.035714,157,4.371614
-79.3,157,4.391894
-77.15,157,4.471442
-61.485714,152,4.490643
-71.994964,153,4.509856
-68.618088,160,4.531096
-69.770147,160,4.552273
-51.085714,156,4.628885
-66.385714,157,4.650118
-74.2,156,4.670398
-73.05,154,4.690223
-70.629366,168,4.712411
-70.721429,200,4.799105
-69.831491,159,4.820694
