#{"t_start": 1764231498.73857, "env_id": "None"}
r,l,t
-61.735714,178,0.563767
-72.854016,156,0.584373
-79.95,160,0.60541
-73.546049,163,0.626845
-65.679881,163,0.693743
-85.95,160,0.71461
-84.55,152,0.734551
-71.035714,161,0.755679
-64.138163,163,0.77789
-77.45,156,0.798433
-77.7,156,0.981584
-83.0,152,1.004165
-70.552347,155,1.027873
-67.047435,155,1.050589
-74.268116,162,1.073401
-77.35,164,1.096307
-75.121429,200,1.124502
-70.9,146,1.144581
-72.3,154,1.166289
-70.63776,163,1.189107
-75.9,155,1.352006
-79.0,163,1.374784
-62.935714,154,1.396153
-74.35,156,1.418246
-70.721662,159,1.44026
-75.35,157,1.462032
-85.6,154,1.482928
-79.15,158,1.504598
-82.85,161,1.526081
-70.885714,181,1.550296
-82.8,162,1.710431
-67.671429,187,1.736259
-77.6,157,1.758035
-70.885714,200,1.785962
-74.2,157,1.808501
-67.735714,163,1.831532
-60.485714,163,1.854187
-80.55,158,1.876128
-83.170461,167,1.899102
-82.5,160,1.920658
-73.55,158,2.084272
-76.175074,159,2.105201
-82.75,159,2.126675
-77.7,162,2.14858
-72.5,160,2.17012
-59.079336,161,2.192269
-70.970858,161,2.21397
-65.535714,163,2.236329
-62.261204,163,2.25861
-74.382255,166,2.327319
-74.666272,161,2.490443
-66.755362,152,2.511616
-78.8,156,2.532622
-65.885714,156,2.554239
-63.185714,161,2.575959
-62.235714,165,2.598223
-73.771429,190,2.624219
-64.078549,153,2.644503
-74.3,153,2.664601
-79.8,160,2.685424
-76.252864,162,2.84959
-77.05,158,2.871412
-58.5195,155,2.892446
-81.5,155,2.913184
-77.65,158,2.93558
-68.145048,159,2.957527
-74.283066,164,2.980283
-74.649285,166,3.003063
-71.817378,166,3.026376
-71.685714,164,3.048867
-66.464497,153,3.209785
-75.4,160,3.231403
-65.33178,158,3.253106
-68.835714,200,3.28039
-69.274198,160,3.302131
-64.219884,163,3.324946
-77.6,162,3.346643
-63.629352,165,3.368374
-72.7,164,3.389872
-80.5,153,3.410293
-71.427139,154,3.576493
-69.485714,200,3.603865
-69.75,160,3.627071
-73.170433,158,3.64966
-64.885714,154,3.671181
-77.910433,150,3.691432
-68.641974,162,3.71478
-78.6,156,3.736381
-77.85,155,3.757517
-68.574155,157,3.779362
-77.05,159,3.939867
-73.85,154,3.960699
-76.65,158,3.98202
-76.45,154,4.002864
-72.885714,178,4.027378
-70.718929,164,4.049544
-65.685714,162,4.070889
-63.303207,167,4.095036
-72.45,159,4.163304
-76.75,153,4.183209
-56.085714,161,4.341726
-66.344778,160,4.363716
-75.2,152,4.384338
-68.381354,156,4.405465
-74.6,155,4.426534
-63.385714,153,4.447711
-72.986291,165,4.470099
-72.85,159,4.491848
-62.521429,163,4.513852
-73.5,156,4.535001
-82.2,153,4.688389
-75.471429,200,4.716106
-79.95,160,4.737649
-76.25,163,4.760124
-67.498911,200,4.787502
-71.635714,162,4.809813
-77.0,152,4.831681
-74.55,159,4.85405
-81.45,150,4.874857
-79.95,160,4.896881
-67.685714,163,5.058459
-71.11566,167,5.080352
-58.121429,158,5.101801
-81.2,162,5.123835
-84.15,158,5.145717
-64.335714,167,5.168377
-74.85,156,5.189589
-59.450543,159,5.211652
