#{"t_start": 1764231601.8614662, "env_id": "None"}
r,l,t
-76.95,152,0.362488
-78.05,152,0.384043
-83.25,161,0.405907
-75.115132,160,0.427621
-67.935714,168,0.496853
-68.760873,165,0.589913
-63.985714,165,0.612688
-73.262835,158,0.633678
-77.9,159,0.655121
-69.015772,196,0.680922
-81.7,157,0.773077
-82.8,156,0.795607
-76.1,146,0.816445
-64.371429,161,0.838874
-70.051301,159,0.86016
-73.268287,163,0.947355
-59.151058,152,0.968182
-70.355952,154,0.989405
-74.65,154,1.009978
-81.35,154,1.030397
-77.05,155,1.117642
-69.9,158,1.139463
-83.25,164,1.161933
-70.932565,163,1.184427
-73.469024,163,1.205942
-49.871429,160,1.2946
-82.9,158,1.31608
-73.600581,164,1.338748
-82.55,160,1.360522
-76.0,158,1.382178
-83.45,166,1.474265
-77.425932,161,1.496782
-75.016767,159,1.518779
-68.2,161,1.540928
-74.597358,156,1.561811
-77.15,157,1.652003
-77.7,151,1.672781
-77.55,157,1.694133
-65.819503,155,1.715432
-75.25,163,1.738054
-69.746551,156,1.829686
-74.55,159,1.852129
-63.841878,165,1.874642
-73.7,152,1.895643
-66.989776,157,1.916549
-75.35,160,2.003656
-75.6,152,2.024827
-69.284311,164,2.047483
-72.035714,200,2.074695
-74.3,157,2.095602
-71.645173,200,2.19374
-66.835714,154,2.215028
-69.660841,155,2.236641
-62.232007,166,2.259606
-58.635714,168,2.282797
-74.648421,164,2.377261
-69.761815,161,2.399071
-61.485714,158,2.421342
-79.7,162,2.443897
-72.256573,165,2.466725
-73.15,162,2.557286
-75.742973,159,2.579368
-74.8,147,2.599335
-67.487616,200,2.625956
-70.285714,165,2.647748
-78.1,151,2.736029
-66.285714,200,2.763368
-69.585235,161,2.785489
-68.293592,158,2.807276
-71.8,156,2.827943
-64.846167,167,2.920759
-71.378388,157,2.942714
-69.445334,151,2.964062
-77.5,158,3.03243
-77.15,156,3.053631
-75.827169,159,3.142441
-77.25,153,3.163259
-71.85,167,3.186098
-70.897283,162,3.208582
-63.085714,163,3.230603
-67.935714,157,3.320592
-77.6,156,3.342491
-67.781405,166,3.365186
-62.775717,160,3.387001
-68.985714,200,3.414234
-82.95,154,3.505038
-71.85,155,3.526432
-65.985714,160,3.548691
-63.370067,150,3.569311
-81.3,152,3.590189
-58.485714,157,3.678051
-72.421312,158,3.700105
-69.876631,154,3.721059
-71.385714,200,3.748324
-65.22789,200,3.774951
-78.45,161,3.870357
-78.65,156,3.892049
-72.585714,167,3.915169
-70.719513,162,3.938431
-59.15649,165,3.960664
-79.05,159,4.052439
-65.10076,152,4.073122
-70.884524,162,4.095497
-67.171429,200,4.122859
-74.9,154,4.143946
-59.418558,158,4.233433
-78.75,164,4.256368
-65.711105,161,4.278194
-68.25,151,4.298763
-72.55,157,4.319842
-73.7,155,4.412518
-73.385714,200,4.439772
-74.412587,165,4.462193
-68.256801,160,4.484492
-66.371429,177,4.508421
-80.05,157,4.601481
-65.972345,160,4.62372
-72.35,152,4.644965
-77.7,157,4.666804
-66.535714,200,4.695727
-62.235714,156,4.790492
-70.385714,166,4.81298
-64.685714,177,4.838015
-72.15,164,4.861058
-72.482336,162,4.884164
-74.95,156,4.974527
-68.471868,200,5.001524
-75.290316,160,5.023492
-76.9,162,5.045831
-76.8,154,5.066343
-71.9,159,5.158393
-74.045406,160,5.180334
-68.785714,160,5.202342
-74.65,159,5.223336
-72.85407,159,5.244255
-67.932655,164,5.332717
-73.820707,160,5.400407
-61.785714,147,5.420942
-70.271429,200,5.448645
-71.285714,162,5.470843
-71.785714,200,5.565883
-73.4,156,5.587158
-80.3,162,5.609236
-73.65,151,5.629676
-85.85,159,5.650611
-59.421429,177,5.744539
-76.5,157,5.766737
-76.85,155,5.788766
-73.6,157,5.81082
-86.8,159,5.832195
-77.7,158,5.92301
-69.568053,164,5.94537
-58.015518,160,5.967129
-79.15,156,5.988387
-70.835714,158,6.010134
-69.235714,200,6.103232
-78.7,150,6.123697
-67.8,154,6.144585
-72.8,155,6.166132
-74.65,157,6.186977
-78.05,158,6.279371
-74.110729,160,6.301555
-70.615113,157,6.323649
-77.45,160,6.345845
-70.390759,160,6.367455
-78.35,166,6.458684
-78.6,161,6.480588
-72.385714,168,6.503651
-63.485714,161,6.52564
-57.671429,200,6.553557
-81.65,159,6.646846
-75.2,155,6.668525
