#{"t_start": 1764356239.6677089, "env_id": "None"}
r,l,t
-72.997959,152,0.598033
-70.602654,156,0.628271
-72.15,150,0.656495
-78.0,156,0.685078
-72.58225,167,0.716757
-74.435714,162,0.747738
-76.45,156,0.77636
-80.45,156,0.804581
-76.185714,200,0.846869
-74.55,154,0.875074
-68.65,153,0.903011
-73.535707,165,0.934606
-74.35,153,0.964472
-69.773309,153,0.992398
-68.617065,162,1.021867
-82.4,160,1.051874
-76.7,158,1.084736
-66.734011,156,1.113207
-75.85,151,1.140541
-58.473407,159,1.170839
-75.95,158,1.200877
-78.2,165,1.230796
-74.3,160,1.260814
-58.535714,155,1.289217
-64.985714,153,1.321051
-66.741577,153,1.348988
-72.7,156,1.378923
-71.901403,164,1.409028
-80.1,151,1.436758
-71.673811,159,1.468203
-85.95,164,1.498466
-64.254868,157,1.527423
-77.2,151,1.556645
-73.6,156,1.587966
-77.610484,164,1.618167
-73.75,156,1.646567
-76.3,161,1.675831
-68.085714,163,1.726712
-65.985714,167,1.756902
-74.3,160,1.786826
-71.75,151,1.817496
-68.235306,160,1.84874
-70.25,166,1.878855
-65.365275,163,1.909736
-80.6,159,1.938833
-70.05,150,1.967993
-76.05,150,1.995947
-70.422306,170,2.026948
-65.385714,156,2.057897
-68.378771,164,2.091012
-58.535714,159,2.121214
-71.1,156,2.150304
-79.5,159,2.179277
-63.185714,200,2.217862
-70.05,158,2.247025
-73.0,153,2.275467
-67.55,156,2.306596
-76.15,151,2.338083
-70.5,158,2.367517
-64.01098,168,2.39827
-68.45,163,2.429296
-64.485714,166,2.461501
-51.885714,160,2.490752
-66.6,156,2.519467
-73.3,151,2.550996
-57.880717,156,2.581589
-62.65,153,2.609572
-66.5,160,2.640102
-69.3,157,2.66962
-49.565994,159,2.701364
-64.393433,163,2.733225
-72.95,151,2.761687
-73.1,156,2.792958
-78.7,154,2.821858
-69.55,165,2.855065
-57.235714,153,2.883338
-56.735714,200,2.9199
-65.1,159,2.951832
-61.499238,166,2.982593
-70.35,153,3.010911
-64.5999,166,3.043825
-74.7,159,3.075816
-64.866166,162,3.105499
-66.55,158,3.134561
-51.893631,153,3.163722
-69.2,158,3.194961
-55.216021,158,3.224242
-70.2,160,3.25374
-64.803227,160,3.286247
-61.641763,152,3.316501
-67.05,155,3.345669
-72.6,159,3.376163
-58.95,153,3.404811
-71.55,154,3.433618
-54.885714,183,3.469479
-58.749728,159,3.499625
-67.8,166,3.533249
-69.55,160,3.564812
-52.182274,159,3.595573
-60.183537,200,3.632416
-74.05,155,3.663165
-69.3,155,3.693006
-70.5,157,3.722676
-64.4,160,3.752664
-66.75,153,3.786266
-72.3,152,3.815331
-67.45,153,3.843888
-69.75,159,3.873383
-77.066572,162,3.904539
-61.110816,162,3.936532
-64.9,155,3.965376
-69.6,155,3.995025
-69.75,154,4.026187
-73.75,163,4.058031
-73.25,156,4.086846
-64.7,153,4.116913
-71.85,158,4.146498
-72.05,155,4.175359
-74.574827,161,4.208238
-71.85,159,4.238306
-69.609795,165,4.271507
-74.7,157,4.300935
-68.696011,158,4.332389
-65.738629,165,4.362918
-58.485714,162,4.393087
-76.65,153,4.422578
-73.75,160,4.453888
-67.285714,160,4.483433
-65.059142,159,4.515323
-64.235714,162,4.547451
-61.285714,200,4.586576
-58.485714,153,4.615404
-62.835714,161,4.647091
-71.2,160,4.678674
-76.1,164,4.709214
-76.1,149,4.737921
-73.225457,162,4.770414
-57.685714,161,4.802184
-69.855603,157,4.831236
-70.55,156,4.861366
-78.2,157,4.891223
-68.7,159,4.922123
-64.535714,163,4.953202
-69.55,159,4.98295
-77.2,169,5.016532
-60.000723,156,5.048049
-62.135714,165,5.078974
-74.45,156,5.107958
-72.6,156,5.137107
-54.976006,161,5.169587
-67.4,156,5.198715
-55.285714,162,5.228957
-70.344372,199,5.270269
-62.158249,155,5.299312
-52.935714,161,5.329158
-51.597874,161,5.359802
-61.385794,160,5.391362
-59.62458,166,5.421966
-73.119941,159,5.451417
-70.719345,162,5.482314
-56.621429,200,5.52308
-63.743027,168,5.554324
-59.950734,155,5.585703
-72.2,160,5.615274
-78.9,152,5.643618
-68.335714,164,5.674074
-72.65,156,5.704224
-60.25,158,5.736724
-75.35,157,5.766682
-72.8,154,5.796584
-74.65,163,5.826933
-72.05,151,5.856459
-52.841134,155,5.885109
-75.856735,163,5.916749
-66.166615,154,5.945546
-59.535714,175,5.981003
-61.485714,157,6.011677
-57.550162,200,6.048553
-59.694201,156,6.078971
-59.557292,163,6.110315
-70.1,155,6.139498
-66.0,163,6.169624
-52.885714,165,6.202539
-66.9,154,6.233947
-56.857208,163,6.264396
-58.665276,161,6.294211
-66.6,156,6.32597
-66.55,158,6.355155
-57.1,161,6.385243
-59.873726,156,6.414686
-44.735714,158,6.445638
-64.15,157,6.495473
-58.7,160,6.526642
-61.303166,154,6.555391
-64.3,159,6.586366
-61.15,160,6.616006
-66.85,155,6.646221
-58.621,163,6.676422
-51.835714,154,6.704864
-52.072537,162,6.739137
-72.05,152,6.767803
-70.0,160,6.797374
-57.242353,156,6.826167
-57.885714,163,6.858936
-57.818968,147,6.886455
-53.835714,170,6.917973
-62.05,151,6.947052
-55.903864,166,6.981678
-48.416576,163,7.012238
-55.135714,155,7.041978
-58.135714,155,7.071039
-61.45,157,7.103259
-70.45,153,7.131869
-68.75,153,7.161494
-72.0,163,7.191789
-71.4,156,7.220712
-72.193172,166,7.256414
-66.115045,152,7.285227
-59.15,154,7.313958
-64.8,156,7.342902
-62.2,163,7.375555
-60.15,157,7.404812
-62.55,164,7.43512
-58.05,154,7.464598
-61.9,158,7.498086
-57.770756,160,7.527972
-57.30545,163,7.558165
-52.421429,174,7.591576
-58.176773,161,7.623227
-50.135714,158,7.65255
-57.635714,154,7.682423
-70.55,152,7.711026
-60.910996,167,7.74583
-65.291313,163,7.776948
-50.735714,157,7.806415
-59.776049,158,7.835793
-56.535714,167,7.868093
-56.275218,153,7.897768
-62.75,153,7.926426
-56.150103,163,7.956233
-62.2,163,7.991273
-62.95,156,8.020765
-65.55,157,8.049971
-54.921429,197,8.087782
-47.063847,161,8.119154
-59.133859,159,8.148637
-61.9,152,8.176892
-59.95,155,8.20657
-57.079979,159,8.240261
-55.793167,163,8.270617
-60.9,161,8.300189
-60.35,152,8.329418
-54.93941,160,8.36085
-64.1,157,8.389961
-55.227349,157,8.4201
-57.250828,163,8.450451
-58.485714,158,8.483358
-67.0,154,8.513127
-64.35,163,8.543738
-60.29711,160,8.57349
-58.614486,153,8.603675
-55.587414,161,8.634832
-68.5,157,8.663935
-54.035714,171,8.695619
-55.821726,160,8.729949
-55.903328,157,8.75957
-68.95,161,8.78939
-63.4,154,8.817889
-67.7,163,8.851183
-58.003355,161,8.881211
-62.9,150,8.909214
-60.95,156,8.93903
-71.8,155,8.97032
-46.685714,183,9.005815
-61.8,152,9.034186
-53.227308,153,9.063664
-65.5,153,9.092352
-56.901188,156,9.122947
-52.505312,154,9.152307
-58.762821,158,9.182114
-65.6,159,9.213693
-45.235714,160,9.24502
-58.0,164,9.276348
-56.185714,160,9.306459
-63.65,156,9.335279
-63.65,161,9.367481
-54.735714,161,9.397492
-57.8,156,9.426299
-58.9,162,9.458464
-62.45,156,9.489896
-56.421429,196,9.526078
-52.610305,148,9.553398
-66.45,154,9.582874
-59.459223,162,9.615081
-60.85,149,9.644037
-45.76309,161,9.674193
-60.15,151,9.705617
-43.071429,158,9.737396
-62.55,157,9.766646
-53.511564,150,9.795777
-49.62786,200,9.834476
-66.5,162,9.864427
-62.15,159,9.895495
-49.435714,155,9.925084
-58.823725,151,9.9554
-65.7,163,9.987283
-56.855412,156,10.017674
-55.93953,151,10.045989
-52.162341,158,10.075638
-62.6,159,10.107919
-46.985998,156,10.137014
-57.95,154,10.165715
-60.85,155,10.196619
-49.585714,200,10.236404
-47.155751,157,10.265581
-56.800979,164,10.296093
-60.2,158,10.328255
-60.65,152,10.356747
-66.1,160,10.386158
-66.35,158,10.416351
-59.2,160,10.448419
-65.25,158,10.47949
-59.9,155,10.508376
-53.45,156,10.538355
-51.085714,160,10.568347
-56.81678,153,10.598484
-63.6,154,10.627935
-64.85,158,10.657842
-65.45,162,10.689788
-59.85,153,10.718571
-67.85,153,10.749875
-53.135714,200,10.786709
-65.7,157,10.815784
-65.35,164,10.848826
-51.044027,162,10.879471
-67.0,153,10.908016
-47.285714,159,10.93912
-62.25,157,10.971159
-62.95,157,11.000476
-58.613929,167,11.031543
-62.35,163,11.062657
-57.433457,150,11.092372
-67.45,156,11.121376
-62.65,158,11.150828
-56.460953,168,11.185311
-60.279321,155,11.215937
-54.135714,200,11.252778
-54.130117,152,11.281994
-57.054102,156,11.327062
-56.749605,166,11.360703
-58.451826,158,11.391372
-63.15,157,11.420449
-56.8,157,11.453247
-47.85507,160,11.483825
-59.875015,158,11.51325
