#{"t_start": 1764356261.073879, "env_id": "None"}
r,l,t
-69.3,152,0.393757
-68.557337,156,0.423486
-71.797005,152,0.4521
-77.05,154,0.482839
-79.697459,167,0.515878
-75.835714,200,0.55345
-67.388453,157,0.583859
-79.25,159,0.617528
-75.132356,165,0.64903
-71.535714,200,0.688288
-80.75,161,0.720852
-79.7,153,0.749204
-77.814207,157,0.779405
-71.919215,162,0.809919
-78.5,151,0.839427
-81.6,162,0.871695
-73.55,156,0.90244
-75.5,155,0.931636
-70.35937,164,0.963739
-74.610493,166,0.995688
-71.389804,162,1.026156
-70.385714,161,1.056135
-80.6,158,1.087626
-70.221429,200,1.128376
-70.511141,159,1.158095
-69.05,156,1.188241
-78.656996,162,1.219798
-72.45,161,1.250294
-76.506218,160,1.280379
-78.5,162,1.313347
-75.799764,162,1.343667
-61.868086,154,1.37488
-70.818814,168,1.407674
-81.35,149,1.437207
-78.25,157,1.466616
-77.35,157,1.495891
-72.75,156,1.525848
-71.6144,157,1.556884
-73.8,162,1.58661
-76.1,157,1.618557
-83.0,155,1.647958
-71.783927,167,1.680874
-77.05,162,1.711135
-73.954736,152,1.740536
-84.2,158,1.769964
-77.0,152,1.79811
-82.0,149,1.827779
-76.05,156,1.859432
-72.05,163,1.89003
-80.55,157,1.918901
-67.761109,150,1.948156
-83.1,160,1.98004
-79.3,151,2.008618
-78.75,161,2.039316
-69.566833,154,2.068332
-70.335875,162,2.101479
-76.6,158,2.131266
-74.885714,160,2.162373
-75.6,163,2.192654
-69.665463,167,2.224842
-79.35,165,2.256804
-77.05,154,2.286014
-66.333827,159,2.315745
-86.1,153,2.347004
-84.5,156,2.377512
-70.487974,160,2.407638
-75.027695,150,2.435887
-87.05,159,2.468268
-66.485714,161,2.498677
-85.0,153,2.527689
-71.035714,157,2.556952
-79.8,158,2.587846
-81.15,157,2.638852
-78.15,154,2.668568
-74.6,155,2.697928
-80.55,161,2.728004
-81.25,153,2.758487
-71.168626,160,2.78979
-74.85,160,2.819835
-81.928209,164,2.850299
-71.4,154,2.883921
-79.9,151,2.912413
-80.2,160,2.942024
-79.0,151,2.970212
-84.35,159,3.001413
-69.678126,162,3.033372
-77.35,157,3.062453
-71.658649,160,3.093271
-76.017043,163,3.125893
-86.15,151,3.156272
-69.2,155,3.18541
-77.65,157,3.215912
-67.942658,157,3.245248
-72.5,158,3.274923
-81.4,153,3.306013
-78.15,158,3.335676
-81.8,167,3.368661
-78.75,153,3.397688
-80.6,163,3.431226
-71.730418,163,3.461892
-81.75,148,3.489463
-80.1,160,3.520346
-69.708727,158,3.551312
-76.0,159,3.581063
-71.811812,162,3.613369
-67.558463,166,3.64788
-76.4,153,3.679965
-78.8,161,3.711496
-68.174359,164,3.74496
-69.785714,158,3.775665
-72.45,158,3.809831
-82.7,161,3.849972
-72.55,149,3.880041
-79.9,161,3.910677
-67.296114,166,3.944472
-74.109094,158,3.974832
-79.6,156,4.004862
-73.0,153,4.033725
-75.191894,156,4.064302
-74.25,156,4.095389
-72.716365,167,4.128769
-76.65,164,4.160888
-74.115648,163,4.191562
-78.7,158,4.222526
-78.1,163,4.253449
-76.3,157,4.284123
-72.472273,167,4.317303
-77.35,157,4.346535
-62.091716,164,4.380717
-63.444787,155,4.410216
-85.35,164,4.442687
-67.165669,167,4.475157
-78.55,155,4.504157
-76.95,158,4.533899
-80.85,162,4.566883
-79.15,160,4.597242
-89.2,158,4.628701
-71.066003,153,4.657991
-73.05,156,4.688687
-69.417622,159,4.720195
-70.95,154,4.749175
-74.5,151,4.778257
-79.05,156,4.807803
-69.0,151,4.836268
-76.85,159,4.868858
-69.983684,168,4.901811
-68.9,156,4.931244
-67.904368,161,4.962974
-76.1,160,4.993611
-75.2,165,5.025029
-73.9,161,5.055086
-61.894501,154,5.085434
-51.685714,163,5.11949
-64.9,153,5.148757
-69.200321,162,5.179259
-57.435714,162,5.212614
-74.5,157,5.242305
-77.5,158,5.271887
-72.55,155,5.30047
-51.835714,156,5.331227
-71.3,154,5.363757
-67.52618,160,5.394502
-66.432207,156,5.424861
-68.445528,160,5.454881
-66.515461,158,5.485827
-63.335714,200,5.524083
-63.965125,165,5.554845
-72.541992,162,5.586262
-73.05,163,5.61999
-64.3,162,5.65089
-68.95,162,5.681266
-75.65,162,5.71476
-73.0,157,5.746052
-62.780635,162,5.777104
-69.05,162,5.807474
-71.3,156,5.839345
-68.663785,155,5.870821
-60.064718,157,5.900695
-62.336367,162,5.932044
-57.16477,157,5.963411
-66.95,151,5.992075
-54.611642,157,6.021574
-67.05,154,6.051432
-65.237882,162,6.083659
-60.203279,160,6.115695
-64.505624,161,6.147273
-57.385714,158,6.177451
-71.45,159,6.208711
-73.75,161,6.238495
-65.406678,161,6.270302
-68.05,158,6.300404
-68.5,160,6.331603
-61.1,151,6.363
-55.335714,149,6.391428
-70.55,157,6.421395
-74.35,155,6.450436
-65.124723,166,6.484557
-63.485714,162,6.515017
-53.862087,163,6.545353
-56.735714,164,6.577105
-62.678158,161,6.611069
-64.13652,165,6.642786
-68.769171,163,6.674426
-71.85,161,6.705201
-68.95,156,6.735776
-56.735714,148,6.76366
-69.05,156,6.794364
-66.5,150,6.822872
-59.495338,166,6.857196
-57.840271,156,6.888032
-68.2,159,6.918025
-63.25,148,6.947604
-68.15,151,6.976551
-63.254256,157,7.008916
-64.0,150,7.038311
-59.8,151,7.067306
-61.785714,159,7.098086
-65.45,148,7.128754
-65.45,163,7.16144
-61.071429,200,7.199808
-65.718743,158,7.22962
-59.785714,161,7.261353
-71.25,163,7.291711
-63.810407,165,7.324188
-71.1,155,7.353289
-67.35,162,7.387687
-54.935714,159,7.419054
-68.35,160,7.44994
-67.6,158,7.479482
-66.23903,158,7.512156
-52.999659,166,7.543719
-71.2,159,7.573441
-57.33302,181,7.60989
-72.4,161,7.641985
-58.704845,152,7.671084
-65.703095,156,7.700658
-75.0,156,7.731209
-69.25,164,7.76412
-60.55,154,7.792741
-72.470375,166,7.824225
-72.25,150,7.853175
-72.1,159,7.887058
-66.781218,156,7.916129
-65.616657,200,7.954423
-71.45,163,7.986723
-64.1785,164,8.018007
-70.55,155,8.048249
-66.885594,162,8.079114
-63.987208,159,8.111905
-67.00396,161,8.143657
-65.1,154,8.173109
-66.1,160,8.202772
-69.75,154,8.233595
-68.35,155,8.264466
-69.45,158,8.294276
-70.2,159,8.324106
-63.588166,161,8.358798
-62.25,154,8.388319
-69.15,165,8.419401
-67.862484,160,8.449442
-64.95,154,8.481314
-66.726542,159,8.511403
-59.307396,160,8.541616
-70.95,151,8.571021
-57.0,152,8.600039
-66.313093,149,8.632038
-65.95,158,8.661717
-59.710414,163,8.693647
-62.935714,159,8.723623
-70.1,165,8.755757
-61.043241,155,8.78626
-61.285714,158,8.815567
-53.285714,167,8.847194
-72.2,159,8.881981
-61.455256,154,8.911287
-63.715927,162,8.941849
-72.75,161,8.971867
-58.435714,158,9.004442
-71.2,157,9.03398
-64.865884,162,9.064225
-69.35,160,9.095352
-57.985714,169,9.149463
-67.75,157,9.178831
-59.185714,163,9.21059
-64.365107,157,9.240384
-67.3,151,9.270194
-52.709555,161,9.301331
-57.432869,166,9.332921
-68.295984,161,9.363247
-67.45,158,9.397176
-69.95,161,9.428599
-66.121429,197,9.464792
-65.435714,163,9.496673
-69.0,158,9.527845
-67.185714,170,9.559508
-67.1,160,9.589239
-58.835714,181,9.627127
-63.404468,158,9.65695
-57.485714,160,9.686413
-58.387274,159,9.7174
-60.649925,161,9.749204
-62.433266,161,9.779899
-69.95,151,9.808386
-57.900137,154,9.838337
-53.085714,155,9.870387
-59.960613,164,9.901592
-58.085714,156,9.93206
-60.449252,159,9.962151
-68.5,159,9.993153
-61.658543,153,10.021701
-68.85,154,10.051731
-61.335714,169,10.084032
-72.0,160,10.116912
-66.4,151,10.146709
-63.078078,155,10.176564
-57.416523,162,10.206967
-61.32901,161,10.238421
-79.45,164,10.270623
-64.071429,200,10.307873
-71.6,157,10.33832
-57.471429,200,10.378379
-66.4,153,10.40744
-68.75,149,10.43745
-68.45,157,10.468485
-64.385714,158,10.498178
-62.258108,158,10.528163
-71.5,155,10.5573
-62.222138,154,10.589074
-73.55,159,10.621441
-62.335531,152,10.65016
-64.4,166,10.682341
-65.201446,158,10.714935
-62.426628,164,10.745781
-63.95,156,10.776195
-63.942077,160,10.806561
-64.496776,160,10.837898
