#{"t_start": 1764075977.861255, "env_id": "None"}
r,l,t
-79.6,152,0.501928
-71.008679,152,0.530704
-82.3,161,0.560747
-80.585714,188,0.596131
-72.987311,162,0.625727
-66.85,150,0.653277
-68.955859,153,0.68153
-69.502049,163,0.712457
-70.837984,160,0.741906
-67.640454,152,0.770075
-77.8,159,0.80173
-70.230406,155,0.833204
-68.008454,156,0.866937
-68.401163,160,0.902521
-62.610967,200,0.947514
-72.729538,155,0.978879
-63.986947,152,1.008617
-62.652344,154,1.037397
-63.535714,154,1.066835
-70.55,154,1.095563
-73.765227,165,1.130946
-78.6,160,1.161346
-63.980879,155,1.190485
-68.671874,164,1.223719
-68.821429,200,1.261963
-70.282683,164,1.29335
-69.185718,165,1.325452
-61.436621,162,1.355875
-67.20823,157,1.385547
-81.85,165,1.416897
-58.905569,160,1.45072
-65.737073,157,1.480656
-70.790503,168,1.512519
-62.698949,165,1.54459
-74.475085,164,1.575849
-74.4,152,1.60507
-73.25,157,1.636446
-66.190033,159,1.66728
-56.485714,160,1.698499
-56.801395,162,1.729474
-60.306885,191,1.768843
-61.925888,166,1.801159
-66.435714,164,1.832824
-54.135714,161,1.865266
-59.821429,179,1.901038
-76.9,156,1.930954
-72.331422,160,1.962778
-50.771429,162,1.993692
-67.076226,164,2.025882
-78.6,155,2.056705
-57.184502,161,2.08985
-61.521429,179,2.12491
-60.671429,200,2.165491
-68.244626,159,2.197121
-54.244431,157,2.228114
-66.85,159,2.261548
-57.171429,200,2.301727
-55.857143,200,2.341122
-54.771429,200,2.381582
-61.504675,167,2.414649
-60.485714,164,2.449538
-58.121429,168,2.483563
-52.371429,172,2.518312
-60.800459,153,2.54854
-63.52542,148,2.579234
-58.271429,186,2.616437
-60.885714,164,2.649776
-58.471429,200,2.690417
-59.321429,192,2.729252
-58.143742,161,2.762267
-55.885714,157,2.796402
-64.635714,178,2.832529
-50.371429,163,2.865834
-57.721429,191,2.905995
-50.357143,200,2.946589
-57.621429,194,2.985616
-53.771429,177,3.023187
-59.871429,191,3.062317
-50.635714,161,3.095718
-54.021429,200,3.137686
-49.721429,187,3.178089
-50.008121,158,3.211838
-58.071429,192,3.251065
-48.406874,193,3.291216
-53.571429,159,3.324205
-50.671429,200,3.365799
-56.509859,161,3.399459
-50.907143,194,3.441189
-58.885714,157,3.474271
-42.464824,159,3.507597
-49.521429,180,3.547832
-50.726103,200,3.589918
-52.973968,198,3.632027
-51.485714,167,3.668075
-56.861663,157,3.700842
-48.658139,164,3.735993
-53.432912,160,3.769841
-47.071429,160,3.803134
