#{"t_start": 1764231565.288888, "env_id": "None"}
r,l,t
-78.8,152,0.428825
-72.179162,156,0.451498
-73.890299,152,0.473029
-70.156392,157,0.494912
-62.15454,159,0.51759
-78.25,154,0.590346
-83.45,156,0.612372
-80.4,156,0.633792
-83.65,162,0.656416
-71.35,153,0.677701
-74.235714,200,0.70543
-70.135714,160,0.72718
-81.5,156,0.748696
-75.500628,160,0.770267
-72.375327,162,0.791948
-83.25,160,0.813776
-72.6,158,0.834912
-73.615818,156,0.856041
-68.085556,151,0.876283
-66.535714,161,0.899166
-75.635714,200,1.272329
-77.196853,161,1.294998
-73.784788,164,1.317865
-83.2,158,1.340265
-78.15,162,1.363005
-76.85,153,1.38449
-82.0,156,1.405507
-80.474168,157,1.427572
-70.763975,153,1.44837
-87.45,157,1.470931
-73.335714,165,1.495382
-79.1,154,1.521498
-83.05,156,1.546039
-80.95,156,1.569909
-81.9,155,1.592986
-77.15,157,1.61579
-69.935714,200,1.644057
-72.660213,158,1.665824
-74.169906,159,1.688523
-72.285714,165,1.711229
-72.485059,156,2.11954
-61.041712,164,2.142917
-72.75,155,2.16494
-78.55,157,2.186919
-74.485714,200,2.215864
-68.635714,153,2.285084
-65.178911,171,2.308883
-73.285714,158,2.33082
-68.235714,156,2.357223
-74.70832,167,2.383244
-80.9,156,2.406497
-75.085714,156,2.428747
-72.835714,167,2.452828
-72.228049,157,2.47497
-69.285714,166,2.498316
-65.421429,162,2.522249
-75.685714,160,2.545199
-63.497523,157,2.56699
-72.83957,162,2.588998
-79.65,168,2.611737
-73.835714,200,3.016399
-67.69132,153,3.037447
-81.65,154,3.058646
-63.335714,164,3.081757
-69.435714,158,3.103278
-73.871429,185,3.128642
-69.571429,200,3.156354
-67.599346,162,3.178895
-70.435714,184,3.20398
-66.413897,162,3.227309
-80.15,154,3.250096
-68.785714,158,3.27224
-78.8,159,3.294478
-75.276271,163,3.316894
-81.9,158,3.340414
-73.035714,200,3.371849
-72.485714,164,3.395082
-57.209226,166,3.418426
-71.135714,156,3.439777
-79.75,156,3.461116
-72.671686,156,3.871052
-51.821429,157,3.893356
-63.171429,156,3.915238
-73.497503,166,3.938413
-62.985714,155,3.959824
-74.035714,158,3.982195
-76.75,150,4.002802
-85.95,150,4.02361
-77.135714,200,4.05173
-66.185714,170,4.124224
-81.0,162,4.147507
-80.35,150,4.168255
-72.835714,163,4.191716
-83.9,159,4.213786
-83.1,167,4.236965
-74.3,153,4.257926
-81.3,163,4.280476
-71.0,160,4.30214
-75.278129,150,4.322372
-73.9,149,4.343493
-82.199427,159,4.741346
-76.65,154,4.762599
-77.05,161,4.785087
-73.909524,154,4.806655
-71.2,149,4.827947
-67.895906,171,4.851691
-74.55,162,4.873862
-75.291235,165,4.897097
-67.03936,157,4.918747
-77.2,157,4.940381
-77.55,155,4.961921
-79.4,163,4.984448
-82.9,157,5.006033
-75.179765,163,5.028493
-70.328554,165,5.051035
-71.585714,155,5.072795
-79.15,155,5.094074
-83.2,156,5.115343
-78.785714,200,5.143071
-83.1,155,5.163929
-80.85,161,5.55841
-66.457627,174,5.582651
-72.285714,154,5.604317
-76.75,158,5.626252
-73.9,163,5.648776
-73.456846,161,5.671109
-70.471429,200,5.699207
-78.0,155,5.72062
-72.587949,170,5.743952
-75.085714,171,5.768174
-84.7,161,5.790321
-71.279111,165,5.812062
-77.9,159,5.833472
-73.727556,200,5.911378
-71.05,160,5.933468
-78.4,152,5.9543
-68.535714,159,5.982993
-74.585714,158,6.006493
-73.039682,163,6.029656
-66.135714,153,6.051495
-64.672423,164,6.461461
-77.060498,162,6.483995
-73.722559,159,6.506028
-65.735714,157,6.527773
-85.45,155,6.575751
-81.15,154,6.602664
-72.085714,174,6.627802
-73.105951,160,6.651755
-81.9,155,6.674612
-83.4,158,6.697337
-72.9,156,6.72017
-76.1,162,6.744696
-71.85,152,6.766242
-77.5,157,6.787986
-72.500663,162,6.811334
-76.667166,166,6.834985
-78.671429,197,6.862852
-65.185714,163,6.885631
-69.376525,200,6.913913
-77.4,157,6.935544
-68.495247,163,7.342417
-73.484046,164,7.366569
-77.85,157,7.388833
-71.788483,157,7.410399
-72.285714,163,7.433134
-63.148661,161,7.456601
-67.327707,154,7.480645
-93.15,166,7.526279
-70.9,159,7.550069
-76.053525,160,7.573741
-66.885714,159,7.596715
-80.7,158,7.619391
-67.035714,166,7.643193
-66.085714,155,7.666009
-77.35,158,7.688508
-74.500631,161,7.711532
-67.018869,157,7.734413
-75.647112,165,7.759254
-80.0,158,7.7822
-68.322713,164,7.805429
-68.935714,161,8.222081
-79.35,156,8.295765
-79.7,152,8.317613
-75.010343,158,8.341117
-66.08139,160,8.366271
-67.85747,156,8.388948
-76.0,164,8.412549
-80.1,156,8.434702
-81.05,157,8.457342
-67.185714,166,8.480926
-67.685714,158,8.503441
-75.568493,155,8.525155
-79.85,157,8.548161
-74.52711,162,8.57083
-72.41783,200,8.598367
-79.6,166,8.621758
-76.352227,156,8.643593
-71.535714,155,8.665137
-64.238593,148,8.685741
-77.1,158,8.708243
-57.085714,164,9.112523
-67.235714,155,9.133964
-77.95,152,9.15481
-72.870662,152,9.176258
-76.75,155,9.197477
-68.503301,158,9.219138
-68.65,153,9.240004
-64.404795,164,9.263211
-64.580072,159,9.285805
-65.985714,164,9.308684
-67.485714,200,9.338598
-73.0,161,9.361972
-72.85,154,9.383791
-59.085714,155,9.405759
-76.55,156,9.428444
-73.821429,200,9.456648
-72.621429,192,9.483301
-70.771429,200,9.511479
-71.885714,200,9.538816
-60.250708,161,9.560889
-69.385714,164,9.978225
-58.685714,155,10.046244
-72.285714,163,10.068792
-78.95,152,10.089917
-65.013356,158,10.112309
-70.435714,200,10.140104
-69.621429,193,10.167084
-72.798457,187,10.193602
-72.335714,161,10.216032
-79.2,152,10.237109
-63.835714,157,10.260041
-61.385714,164,10.284296
-75.25,161,10.306985
-71.827301,160,10.329374
-77.2,156,10.350952
-73.5,159,10.373807
-81.72465,163,10.396372
-67.085714,154,10.417204
-82.85,161,10.439114
-75.6,161,10.461554
-82.0,163,10.859269
-78.35,151,10.880262
-64.685714,158,10.902287
-71.921429,173,10.927005
-59.185714,159,10.94922
-79.3,163,10.97184
-70.771429,200,11.000123
-80.75,149,11.020859
-68.491301,168,11.044147
-76.85,152,11.065278
-72.885714,200,11.093883
-77.818896,162,11.117104
-70.485714,154,11.138207
-57.435714,167,11.161736
-61.021429,175,11.185833
-74.25,155,11.207245
-68.63434,161,11.229253
-82.1,161,11.251674
-69.385714,153,11.272326
-73.432148,158,11.293652
-80.65,154,11.701144
-67.961169,159,11.769524
-74.25,156,11.791312
-76.532188,167,11.814577
-73.011644,165,11.837783
-57.790669,165,11.861109
-65.785714,161,11.883393
-73.75,158,11.905311
-58.104242,156,11.927494
-73.495903,163,11.950036
-67.105516,196,11.978274
-76.05,163,12.001388
-65.421429,166,12.025413
-75.135714,200,12.053219
-69.844716,157,12.074914
-66.385714,167,12.098717
-70.74645,156,12.120308
-74.35,152,12.141377
-61.335714,153,12.162426
-57.121429,163,12.185058
-71.335714,200,12.591568
-73.922308,156,12.613349
-56.871429,163,12.636155
-74.15,162,12.659288
-69.4,160,12.681373
-79.65,150,12.70215
-70.335714,159,12.724732
-71.785714,159,12.746914
-73.4,167,12.770054
-66.171429,168,12.793313
-73.512309,162,12.818214
-68.235714,158,12.840543
-79.35,156,12.862474
-66.527462,162,12.884939
-64.335714,157,12.907218
-82.45,160,12.92938
-71.412482,162,12.951808
-69.30382,162,12.974774
-77.7,156,12.996035
-74.2,158,13.017407
-62.778853,187,13.415268
-55.707143,156,13.484682
-77.1,157,13.507528
-74.720222,187,13.534382
-76.65,156,13.556097
-68.047917,159,13.578344
-63.185714,163,13.600554
-65.821429,180,13.625081
-66.60396,163,13.647748
-62.498122,159,13.669469
-60.385714,166,13.69353
-65.335714,164,13.71628
-55.585714,155,13.738099
-74.85,152,13.759184
-69.744992,161,13.781336
-63.685714,163,13.803892
-74.424602,165,13.827035
-70.635714,200,13.854496
-63.735714,156,13.875897
-80.035714,158,13.898169
-76.35,162,14.307859
-69.36039,157,14.32976
-75.45,154,14.350691
-72.85,157,14.372753
-76.6,152,14.394069
-77.15,159,14.416563
-74.6,157,14.43889
-67.243426,164,14.46214
-60.371429,166,14.484932
-69.552197,166,14.507756
-72.0,158,14.531268
-70.301924,158,14.553511
-63.339405,164,14.576414
-70.913608,161,14.598861
-73.670265,163,14.622062
-83.6,155,14.643472
-61.175032,160,14.665616
-72.781203,166,14.688581
-68.835714,157,14.710921
-77.35,157,14.732231
-70.535714,200,15.133137
-70.333396,154,15.20076
-64.4,158,15.222802
-65.335714,159,15.245009
-69.25,158,15.266754
-70.9,156,15.288784
-69.335714,200,15.316295
-62.885714,168,15.339406
-82.1,154,15.361112
-65.735714,200,15.389759
-69.75,164,15.414114
-66.043137,158,15.436326
-67.485714,162,15.459476
-71.395997,157,15.481228
-67.535714,162,15.503515
-63.085714,156,15.525093
-69.745989,161,15.547929
-77.75,160,15.569551
-72.3,158,15.590918
-68.458991,153,15.61195
-70.352912,155,16.021961
-57.485714,159,16.043669
-66.95,156,16.065124
-68.329937,171,16.089083
-71.2,156,16.110436
-65.921429,184,16.135783
-76.1,156,16.157062
-72.35,154,16.178806
-61.393948,166,16.20149
-56.630946,162,16.223631
-59.102289,165,16.248538
-63.485714,168,16.271754
-53.885714,161,16.293869
-76.75,160,16.315846
-71.491724,163,16.338717
-68.685714,168,16.36226
-71.080463,156,16.384177
-74.5,159,16.406397
-69.385714,158,16.428925
-70.45,151,16.449873
-77.418729,162,16.852039
-66.935116,155,16.873735
-78.5,161,16.942561
-63.8,159,16.96458
-71.225756,158,16.986441
-58.877373,151,17.007378
-64.654395,161,17.0301
-72.4227,161,17.052282
-61.535714,170,17.075678
-73.852662,161,17.098453
-62.162778,152,17.120408
-66.705885,156,17.142596
-73.0,155,17.164405
-67.357454,190,17.191441
-67.50548,163,17.214109
-67.852283,165,17.236949
-60.714078,166,17.260485
-66.735714,200,17.287944
-68.761108,167,17.310522
-55.350575,156,17.331732
-120.2,163,17.726175
-120.7,164,17.739581
-120.7,164,17.7527
-120.7,164,17.76584
-115.7,154,17.778074
-118.2,159,17.790925
-116.2,155,17.803288
-119.2,161,17.816183
-118.2,159,17.828989
-118.7,160,17.841654
